epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
TrainingFold1	0.1367788186603009	0.12283188987472286	0.09971858439839458	0.08028195392059749	0.06392833581577016	0.051894972821672075	0.040735566686120175	0.032989804127166414	0.031386526129405186	0.027649926774407904	0.02427925864019544	0.02279145229172858	0.022364083744575415	0.019821720983068666	0.01916881222846667	0.017566013934391608	0.018995619235441623		
TrainingFold2	0.1348990174540762	0.11571523951947825	0.08960897814703082	0.06712939153194156	0.054401252776223125	0.04581130511267429	0.03589892393489345	0.030650863833120837	0.027250868331291977	0.02375747644380138	0.023251266908794237	0.022160943001092375	0.021150607321952876	0.02037896811427121	0.02029156869038428	0.01936487065121539	0.01852525761570097		
TrainingFold3	0.13774671166373248	0.11913221122866327	0.09501088854687458	0.07773575272241777	0.06676764846144413	0.05683086518600414	0.044535007981837474	0.03464840940432623	0.029419602753478102	0.02695539553401018	0.023826288620793175	0.02250610536549092	0.022929006100722207	0.02090734940796789	0.020983216662716585	0.01909192158061408	0.01790696451756627		
TrainingFold4	0.13647378844266034	0.11582098920278404	0.0895334659228756	0.06529595171230214	0.04752027701751209	0.03591644750985099	0.029670001263413452	0.02782317132796235	0.025087615998927504	0.024612496295310832	0.022203867577051728	0.020847006593426993	0.02098974372497723	0.020390213016236343	0.01914202324234191	0.01820758965731001	0.017641289957899067		
TrainingFold5	0.12970532066445814	0.09806906514299604	0.07016763506389784	0.05234767313481928	0.04069397019931406	0.03402375172043	0.028628900134554068	0.025797068828172197	0.023903301439568828	0.02166328517371384	0.020223195522456543	0.02022374264684683	0.019135294285562307	0.01776962920917884	0.01821726189621697	0.015993151397995304	0.017199351093094103	0.016047130995395814	0.017339448651856562
ValidationFold1	0.12928427898857212	0.11038544201957327	0.08725353671304349	0.07442114819839064	0.059295725206279064	0.04535358787481008	0.04313298294021349	0.03826480843209928	0.03307878252339184	0.029257176048434173	0.02698328561564267	0.028979560111630626	0.02801526027230596	0.026777547607707675	0.02489566011432284	0.02607297423648041	0.024562969667385914		
ValidationFold2	0.12525517420311058	0.0991569641877764	0.07653276746194544	0.062463264022621194	0.05021038224887369	0.043558951023442205	0.03610744022548066	0.03247535773594531	0.03107075981097296	0.030456150142916676	0.029564361545323794	0.030976124481510072	0.02713075923747965	0.027820426323419918	0.026989879886319353	0.025729289911396336	0.024732723138056047		
ValidationFold3	0.12917926741231764	0.10548418919954981	0.08560933387239597	0.0740106795648379	0.0628110511980984	0.053027714860426	0.0434257218086194	0.0372378764680304	0.031077201719849006	0.02955868006600732	0.030102830402289067	0.02992434780545799	0.02662787118008834	0.031367934802152116	0.02749169346731963	0.027342245216069778	0.024357835380734678		
ValidationFold4	0.11842148162291519	0.09511749873802598	0.06883561399133344	0.05030168621202132	0.03932491067722107	0.032492733893117735	0.028865625813653293	0.027234831501118606	0.028159899191190822	0.025428452482758854	0.023846193935371827	0.023294205829318213	0.02296935988904027	0.022769523197634305	0.023882595919790868	0.024391100932916743	0.021157765150876782		
ValidationFold5	0.11002204301101821	0.0771473413665912	0.06072153113616098	0.045165899891539345	0.03887465010796275	0.03486782921286898	0.03902577294502407	0.033082932360619974	0.03777961649809315	0.03457886407392964	0.03387460228337399	0.02796214971671621	0.033107284685814066	0.03501945288371644	0.02973635450299688	0.026905902654821796	0.02994572307709729	0.031854773067217526	0.02599101751294646
