epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
TrainingFold1	0.1336988808127911	0.11609630920333133	0.09089295990280297	0.06781482443396325	0.05320316451690989	0.04351588793722998	0.037416139647862175	0.03168548877509396	0.028807707219948082	0.0263613049646831	0.02343719373314937	0.02191466511387727	0.02232572879455133	0.020447061718207652	0.018882259862043217	0.017954587061126924	0.01711801791638516	0.016847874934425723	0.01728729158154844	0.015993916476823147	0.01551041900715578	0.0148868181540197	0.01521422408919725	0.013868571598559606	0.015736941167711044	0.01467698911271647	0.01338747119256343	0.014311043587349144	0.013633951332031262	0.013980475212594858	0.01279083806999452	0.013248429658312268	0.01257809258042064	0.012891141348451984	0.011964378401184705
TrainingFold2	0.13234271459569963	0.10379062145354401	0.06630843047027164	0.04298557204423485	0.033467865550088655	0.02877322391920844	0.024908239169869412	0.02292172381654912	0.02162662869773313	0.020779591680815706	0.019946485765518066	0.019084534549421116	0.017597681282280155	0.018485012251349665	0.017742478038377398	0.01702517285099882	0.01663259519686406	0.015987390172417203	0.016263603730019022	0.015609365963517075	0.016101369015640243	0.015223355371937801	0.01485864939293063	0.014966174380048677											
TrainingFold3	0.13006248117678545	0.1015548869036138	0.08011360186871819	0.06532110244575465	0.049378248242746024	0.03946610393243397	0.03375701459167017	0.02901628260826163	0.026196448186568556	0.025560241974380914	0.022879742816109105	0.02093681334531125	0.021001808190687206																						
TrainingFold4	0.13388923307259878	0.10897324149773505	0.07878818561358888	0.062132013128550885	0.05091105601454656	0.04083680183744975	0.03435003753596296	0.029877071308189593	0.027305487543080518	0.025038417346238066	0.023974365229262228	0.023257563781450438	0.023097148212161266	0.022217403895373702	0.021203156138290893	0.021700434060516513	0.020569671173286973	0.01954055248425488	0.019184599684617616	0.01969252960393976	0.01927108556347505														
TrainingFold5	0.139429271452938	0.12067339785093635	0.09342036358759279	0.07286685675896738	0.05511570240189722	0.041909412960511344	0.032453627697491334	0.02837148234032187	0.02502542917092006	0.021652032220006574	0.022597640054168734	0.020210687993584216	0.01756683445253912	0.017731926729481214	0.0170471928964674	0.016055343039674243																			
ValidationFold1	0.12864104806379015	0.10826419084332883	0.0840065446848582	0.0677155606681481	0.055872821313511976	0.04345642540348698	0.038130925863047845	0.03725559176382376	0.03424740821044127	0.030047383242552832	0.03325007452388361	0.031030255842779297	0.0268310727437243	0.0274020428379507	0.026103160184772736	0.028033031262436583	0.026446655108624588	0.027901782784413496	0.02584118948964585	0.02590881033315132	0.026024625877003667	0.025025049622075	0.024768124206925028	0.025316973954042105	0.026861461318731017	0.02419254283605759	0.026169986305896082	0.03074767333600903	0.02652264611093155	0.02296680880369552	0.02675059279350275	0.022747961710203008	0.024539952314756062	0.023379962304586246	0.022596111571276976
ValidationFold2	0.11783204151184432	0.08150526330739792	0.05352419830991754	0.04193236764279261	0.036315295254878165	0.03266432653929639	0.03723999426542183	0.028400959637240573	0.02752664927252876	0.029992993558023175	0.02867904523217086	0.026533887484609813	0.02494679495352362	0.028196515033674326	0.025167224232843313	0.025524054053935936	0.02834600670472095	0.024921506255070978	0.02432684786539799	0.025712860566922506	0.02557362783565103	0.02396528636667686	0.025465740597220638	0.023645906454216208											
ValidationFold3	0.11185541865415871	0.08684877516602033	0.07053665068399693	0.05317845219646448	0.041491322709979225	0.033196637571173984	0.03396494130096731	0.0324058384358068	0.030299361208952696	0.027346046279230256	0.027636656605994046	0.034007094934557766	0.02383219123190169																						
ValidationFold4	0.12166061894302922	0.08952149709719899	0.06667764712308001	0.05439923253600552	0.046656169876639196	0.045674848702869246	0.03784752337170565	0.03755714311617859	0.03258075741437746	0.027112016670798766	0.02936490057046675	0.02633449292365445	0.030138216448124564	0.025593907300000347	0.024865799378728428	0.029875454351245674	0.02398734640883049	0.023180812829066002	0.02466708065613992	0.022121420481588366	0.021076461092239436														
ValidationFold5	0.12745187069023295	0.10427139014271754	0.07979420388749402	0.06393787449841122	0.05162954922499401	0.044159087510446886	0.03787986949880308	0.03498353487417002	0.03346993725114901	0.03371765750281546	0.030896883724770823	0.032115543905092636	0.0336520780284835	0.03391441838981076	0.029851011190008388	0.029254596550345013																			
