epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
TrainingFold1	0.1398315050992179	0.12474026335360797	0.10818395149558102	0.09108375456422295	0.07155508578427511	0.05753023235805622	0.04710265353681375	0.041223615729813486	0.03535799693861619	0.03101094594341171	0.028387130512143633	0.02601433319643514	0.026522676574933284	0.024736768549061528	0.022045788675978287		
TrainingFold2	0.13610863128087244	0.11886657253416905	0.10433149019124703	0.08794042869876213	0.07146422281980107	0.05977660001431653	0.05214621914961165	0.04584811197578958	0.03846696679610844	0.0326241115969977	0.028241622896285852	0.024661849790140307					
TrainingFold3	0.13426614139567722	0.10591224815950474	0.07561831947585398	0.055157686705404725	0.044790056674339045	0.038307094045475505	0.03723320112198549	0.034867112060336776	0.03248947388770334	0.030604509953263914	0.02738329899994741	0.025842252464744062	0.024064661254554018	0.023701702786870144	0.021748590455312793	0.02055309204333753	0.021305139714364818
TrainingFold4	0.1304914661241767	0.10593624664322725	0.07459707641572841	0.05056765610499987	0.03722763556169764	0.0318067824422348	0.026977569591164242	0.02582635903979658	0.023013414664731453	0.02152853983067939	0.0205598658996385	0.020998992600471368	0.020890120894783027	0.01995889431822838			
TrainingFold5	0.1330623207065989	0.10926942636861521	0.07537454511017888	0.05025276855557179	0.03822607116887506	0.032368134465953546	0.02757475673781004	0.024399329445197623	0.021968487873274413	0.021169641669376068							
ValidationFold1	0.13128138413386686	0.11389497448025006	0.10049458361962545	0.08193852375760409	0.0576670854186107	0.04476202665162938	0.03597310819895938	0.028677330483333208	0.027509284109068437	0.028446607948613485	0.02096310617136104	0.02943398301951155	0.02199372322268443	0.019352692778089216	0.017187449789551983		
ValidationFold2	0.12260127403507275	0.10859894619456359	0.09508764471060463	0.07777185489456835	0.06265173273693238	0.061514489151055125	0.04683691361840049	0.04306791309500113	0.042125308013055474	0.033708910972304044	0.02964011619561851	0.028045349826113255					
ValidationFold3	0.11606068611477635	0.08311334731323379	0.06045298371464014	0.049620860568081425	0.043726677629040624	0.037062656181141004	0.0352769724288789	0.03435892418149576	0.030865239531392166	0.03127251866213295	0.029686058808303124	0.027977684418536746	0.03086462372214425	0.026610278015011448	0.028380646270631717	0.028614349127175438	0.024049682625185857
ValidationFold4	0.1226151894245829	0.0940834114860211	0.06246521905164367	0.04466989655130809	0.038945927060142695	0.02945113593055534	0.02676920263235973	0.025141002788067062	0.026629836224726335	0.02521484865142806	0.023462281473777175	0.023797554349844825	0.02563541412512547	0.020614903832600767			
ValidationFold5	0.11798258411831089	0.08959242999221065	0.06043026430000152	0.04774337827984709	0.03988025221458104	0.03935485194961075	0.03539568839291211	0.03375445254226049	0.03301213386138053	0.03142252413506087							
