epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
TrainingFold1	0.1315396019942276	0.10021923164747758	0.06604413544869722	0.04926959362112785	0.040345185534650094	0.03417386594159341	0.02845755285202296																	
TrainingFold2	0.1402188795989969	0.12938069350219805	0.11440203642018631	0.08898430617403129	0.061632524216908256	0.0473162954835463	0.03949440256952348	0.03420395873328416	0.03048278958547822	0.02570576583342107	0.02482308144034772	0.023186615145826768	0.02103412012878014	0.020518410310101064	0.0181940554539821	0.01926568819424466	0.01904387405789367							
TrainingFold3	0.13280743124302138	0.10542544641278007	0.0786584005934525	0.05972839316554283	0.046600299547108905	0.036407868705679323	0.028653683249351823	0.028241218825992703	0.024250452968805226	0.02167833347808813	0.02110712894943638	0.019674663882919545	0.018139991066180465											
TrainingFold4	0.1313953954439247	0.1084828824924132	0.08495151727563804	0.07186624429731413	0.06055064789334189	0.04962185806464911	0.04306120244952979	0.037504105844541266	0.033062831925670666	0.0288918701357809	0.026006646454928214	0.022583192995619537	0.022321561515218285	0.019967941080390048	0.01869656885522703	0.020007300477739173	0.017647889172657003	0.01812971333539918	0.0185485851635388	0.01651920263800739	0.016312926745080746	0.014299220303870087	0.015318937988270998	0.016193997372954037
TrainingFold5	0.13465794324200617	0.11345180114351922	0.09213245955477069	0.07277918323385635	0.05741663809499084	0.049625502996214106	0.043879697595015	0.038339564564761106	0.03442671848928537	0.030748620365137376	0.02618698032382703	0.02504133530002197	0.023870267775117807	0.021613706822498656	0.01984965295418391	0.019258021039369924	0.01966735884517998							
ValidationFold1	0.10966586852113583	0.07014303549242738	0.047370394301002046	0.04558600226924422	0.031053201463821876	0.03416091061496575	0.025007809612621452																	
ValidationFold2	0.1337731706444174	0.12186507468244859	0.10417635945071067	0.07422215699417782	0.0591555845250176	0.04884118380765098	0.04165362040345956	0.039941666702881254	0.034786148349407346	0.03532975696777742	0.03272294531156409	0.027626934530417202	0.02900535135203037	0.02788887539210399	0.026179690775604416	0.02982850537884068	0.024068677680978517							
ValidationFold3	0.1197490041709638	0.09118785140370685	0.07032999172640432	0.05348068622073957	0.04345775158435572	0.03733125662256498	0.0332469059721916	0.03563410934137729	0.03198870276797346	0.03910140662472778	0.032636555011517236	0.02502643926085771	0.025016167029077354											
ValidationFold4	0.1184593904430845	0.09665136667899787	0.08303120224237708	0.06770895139197819	0.05789405522227753	0.052701056810162426	0.04550172084106764	0.04040604155306937	0.03435689246543916	0.035349576720493915	0.03281384840998466	0.031030613955018844	0.030749167119730764	0.03860675370742683	0.029250617783223527	0.027262139003401638	0.0313061943977248	0.02700975739065013	0.03484534079169472	0.026711479449399382	0.027753535644608616	0.028331338129516683	0.03204536979722304	0.02582315390723774
ValidationFold5	0.1288739727211318	0.10524477057957224	0.08362707284478736	0.06385333983260873	0.05301466048695147	0.04812263146491854	0.04302916800744632	0.03762311831815168	0.036604027843817936	0.03195013305230532	0.028007602931860935	0.0263473443537805	0.02126371478204549	0.021319823948553158	0.02141127082619018	0.02745263324166964	0.01990178609360425							
