epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
TrainingFold1	0.13095820007088793	0.10797226973320251	0.08226792929591993	0.06708442833121508	0.0539201473552504	0.044520864242977	0.03789539249774949	0.03235609876649767	0.02866853285978493	0.02668349053253543	0.024113208085530306	0.022904298669599064	0.02325066704195116	0.021035974405343924									
TrainingFold2	0.13460307110075528	0.1061770806008428	0.079276355932804	0.061814780427134494	0.048612896688727994	0.038396511210185946	0.03250656249468344	0.027900278813296882	0.02616540344226745	0.023680085586190357	0.022067664494960205	0.020916991731019876	0.02017284506705965	0.018886189607734704	0.018825373755410473	0.018690589990266356	0.01791372068280965	0.017028503476749206	0.016831630646849925				
TrainingFold3	0.1308091748929159	0.09503115777095611	0.06353893010792407	0.04727160038098439	0.0381399435848421	0.03304503675648117	0.027011346784142503	0.02542555458236496	0.022942090000221717	0.022109069536831654	0.020902229087402125	0.021143629326384555	0.020154945346009548	0.01945727611002274	0.018095348885716785	0.01923033980699322	0.01787739926658105	0.01745983637534995	0.018208530466522047				
TrainingFold4	0.13500959468401477	0.11903445393505956	0.09377293769363103	0.06884138859162221	0.05014528921655381	0.037891245203973335	0.0314311494191796	0.027558277420358535	0.024296006073493113	0.02293478508000505	0.022294740921771788	0.019546004372989166	0.01925634613606177	0.019382451938176445	0.018177696911647414	0.01885553248064427	0.01805225392731153	0.016375472193433112	0.016005412562555728	0.0154850449401644	0.0149895995894351	0.015295315597479178	0.015012523350654968
TrainingFold5	0.13319087002375815	0.1109322429385997	0.08780878999510704	0.06386992555613127	0.04431096730728495	0.03201493280976631	0.02606137800127862	0.023469484135417933	0.022343588068939605	0.019712159453906496	0.019231580376845775	0.01914606546960472	0.0172846276259468	0.01622476006448622	0.017210714188543974	0.016521600955753266	0.015411382527035299	0.015618710823428746	0.01479235250057444				
ValidationFold1	0.1203842843782955	0.09423774552331972	0.07228011155634054	0.062440084008682915	0.055424089052913975	0.03942527452350727	0.03575530720367429	0.03284993566090374	0.037566770250642936	0.030484111362186792	0.02757878426148506	0.027656342011791173	0.03239805432479313	0.02468057021828177									
ValidationFold2	0.12455631293622511	0.0956851864300136	0.07588683259382378	0.06081066679118002	0.0479343173252086	0.04252499586644782	0.03643207744607935	0.03493796285017327	0.03702730004754683	0.03137678765467301	0.03268346326305099	0.02963173786182389	0.03032141128018598	0.029772957381023195	0.028154485058621503	0.028281283274866707	0.030806871062980332	0.029999569301123432	0.025530549841278116				
ValidationFold3	0.11178499187475868	0.07405638931751517	0.05045800831950536	0.04508255887776613	0.02823088987913382	0.02481333480578282	0.028927131223359277	0.01989211064834048	0.024434736699341948	0.024446118735275895	0.021764825287651286	0.019327601547307234	0.018017736857083428	0.01705487327438147	0.02484188427940483	0.017804210036566865	0.022326246055139824	0.020843753833560186	0.0160721776792343				
ValidationFold4	0.12439416192605027	0.10283350034816456	0.07601886896216976	0.05522683337663433	0.04196046528938625	0.03692354817134661	0.03726661123801023	0.028197547110072003	0.028569802332640393	0.028055808446879382	0.027621785439415753	0.02618505927888951	0.03301104746294316	0.02810732571080215	0.028362205887398368	0.02685956984259974	0.025822473933398475	0.025964343630611047	0.023335735337501058	0.024904829806733426	0.02518913326769377	0.02343321179796476	0.022642498531240562
ValidationFold5	0.1121183090311076	0.09301975471732606	0.07495786114096907	0.05753779918346221	0.043275563806154035	0.03980568496522859	0.03481037176035378	0.035343724630365614	0.03252150356469689	0.03248270958179741	0.03644324519102936	0.03340791323665014	0.029980827720854513	0.028755642788642684	0.02806388163662632	0.030183743312071392	0.03217054533940557	0.027800039378624724	0.02696012001537643				
