epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
TrainingFold1	0.14264620296214814	0.12758595745619303	0.10755622649743948	0.08442810079142384	0.06154102443948124	0.046332257340256054	0.0362254651864038	0.030951367706840763	0.026202971866427702	0.0235505993321185	0.023380144057402304	0.021925599110778154	0.02083948714505524	0.019981316238335815	0.017693230821089246	0.01898170278673621	0.017451668282961217													
TrainingFold2	0.14052258956337302	0.1301735893468922	0.1120338222236799	0.08780640025956213	0.06679483713234238	0.04965919293760235	0.03752478676400485	0.031196857627416516	0.028385729611037695	0.025173179088157745	0.02409147932945967	0.02111122179110821	0.02113830487787854																	
TrainingFold3	0.14113576280969112	0.11789212226867676	0.09548524968241426	0.0724375996325927	0.055720294707200746	0.04352854541661641	0.035594151543707334	0.029557188785243355	0.02614835598995507	0.02409733012603035	0.021899285636622648	0.022025060138151854	0.01994271262347783	0.01932766142748402	0.019030354417753352	0.01838826159890397	0.017519710211325385	0.016906241326829663	0.017361920498098534	0.016703869005455504	0.016616960717824855	0.01617822426242955	0.01589919943617133							
TrainingFold4	0.13828734866007655	0.12356553078035648	0.10629096464201165	0.08858686065736339	0.07167176044041337	0.05812481432929297	0.047667570012492756	0.03840777533479423	0.03134250429183321	0.027186016098368078	0.026304134449925774	0.0238267092177826	0.022594646827300353	0.02010946347987791	0.02130395656298738	0.01875043406314639														
TrainingFold5	0.13785553506124612	0.11967403654481086	0.09457265230831248	0.0726665600573821	0.057844786317671364	0.046462745835838155	0.04007548620166864	0.03602980117307506	0.030997137317386018	0.02862573219327587	0.028131272451469055	0.024964000607	0.025556064713795037	0.022674027407369093	0.021682516254057448	0.021098377047042358	0.01960261060363888	0.019092201873899373	0.018996688485413166	0.01936284410393912	0.018133838072238617	0.017453216378115078	0.01758145978907716	0.016939658369377192	0.01693450327976728	0.015888838188682433	0.016298260278864492	0.01606620333115964	0.016868501808504206	0.01569611566746436
ValidationFold1	0.13217441667802632	0.11575361299661122	0.09359290499040591	0.07158253727331092	0.05463884645307969	0.04982439218188769	0.040693763888806904	0.03712650510611378	0.031240624193222693	0.03168035509848518	0.030215436823969606	0.029721867485932307	0.023166702560826837	0.02782112850789937	0.024793298544994156	0.023640252691620844	0.02069610059308096													
ValidationFold2	0.13492930391138153	0.12209489569067955	0.0966180658599894	0.07054117385996506	0.05147975214224841	0.03969578348083554	0.03153295030850651	0.028315494389971718	0.027504423138452694	0.02647422371852112	0.022256011236355074	0.024803751021214078	0.021118917262875975																	
ValidationFold3	0.12624117845137203	0.10838411437414054	0.08557834659170892	0.06528082459200439	0.05264704496533211	0.04950261316012724	0.03956302572415942	0.03602752964278417	0.03560084376139067	0.03186082236425136	0.03350821882928098	0.03165113177965395	0.0336583649404929	0.03336370880866265	0.03295689920391202	0.032333098027265805	0.030541791753941134	0.028721527639650697	0.029444408810767136	0.02902390323171338	0.0349214091669897	0.030506978119904358	0.02812134621698143							
ValidationFold4	0.12762362406855182	0.11090297684339541	0.09594518352033836	0.07519848455142762	0.06205041017632799	0.04936086335302597	0.03955981521617754	0.0354420044293095	0.027939372955838086	0.030743345333446217	0.02881958515250257	0.030076164766277152	0.02722966730860727	0.03112628333214421	0.02626469205928775	0.024420367546814044														
ValidationFold5	0.1284919141658715	0.10752826217295867	0.08461627320918653	0.06820854530503441	0.05282389655725898	0.044038324508749484	0.040264163525924754	0.03730619326441748	0.0361971629692042	0.038729051274068685	0.03263377303197298	0.03464688759569461	0.03481178484383106	0.030494849873710855	0.030518196278015757	0.02893239786317281	0.026613548143359367	0.03148739344084918	0.02907637066969723	0.02571832334472544	0.025004371634947477	0.02927724946403032	0.024275196203884013	0.02496553186912414	0.03190295289680632	0.02667933746410459	0.03020447956922518	0.022312578388794333	0.021907864006217487	0.021747078354824874
