epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
TrainingFold1	0.13908590135253865	0.12239607409935564	0.09719965252685084	0.0676773772787592	0.05093440071033254	0.041534887398454914	0.03431521285127011	0.029116718655945967	0.025952792511965875	0.02345983243106703	0.02259170461931642	0.020437987122076593	0.019880034137460336	0.020080012795446252	0.01932207222135693	0.018137428594680587	0.016679493815468155	0.016728653373723246
TrainingFold2	0.1325091460342084	0.11478011762396621	0.09329320565778296	0.07109599578743779	0.055395407381558744	0.04405983474003766	0.03557040713539725	0.030094407363593204	0.0264270798385924	0.023648371796878394	0.021403359357826623	0.020778110295580274	0.019881585382614846	0.019180469306371205	0.019115688426746002			
TrainingFold3	0.13020022593607958	0.11498307173394344	0.10194159768288955	0.08596200777154246	0.0692537464635362	0.0541997691817497	0.04289748146203982	0.034978445601353256	0.03028982251602098	0.026898326313080773	0.028096185906840467							
TrainingFold4	0.13423905248781182	0.10991784083802685	0.0809970247578256	0.06292270425635299	0.051620387967439396	0.043291755389398945	0.035651704073406315	0.030717860357445198	0.027627573352541495	0.025575631402529008	0.02383128381645742	0.023176675308664706	0.021374319785099283					
TrainingFold5	0.13155616835029416	0.10615475333771959	0.08305248114537464	0.06757975087661246	0.05539504701126266	0.044645719371875114	0.035511048665013145	0.02836934632025933	0.02410519963862033	0.02275925960523583	0.021052632996958903	0.02021538946313106	0.018764040805162373					
ValidationFold1	0.13255487585307232	0.11404171521176718	0.08771221921779215	0.06683170308367282	0.05760628484339187	0.04961033062967805	0.04209991693850108	0.043136046842846554	0.03998261686709676	0.043036347504572144	0.03549197383784174	0.034386379570215855	0.03550518491101684	0.0314315797578664	0.03268723117383031	0.03313387704240865	0.032389268759288825	0.0293141835687233
ValidationFold2	0.1260037863227938	0.10604338855150022	0.08190751256188378	0.06760862348684375	0.05066888621825326	0.044648687226331925	0.037071339885837266	0.03323542837460991	0.031346986164862756	0.031260606192518026	0.027318326440113845	0.02904237936205131	0.02526141027867977	0.026512197385792597	0.02346713836121645			
ValidationFold3	0.11505415084372674	0.1015472630138642	0.0877028799649062	0.07138810988648661	0.05513540357683918	0.045315191632003655	0.03505840438135367	0.029715138109168038	0.029405161553378485	0.0287106724665916	0.02383525843781951							
ValidationFold4	0.11642834752066326	0.08895276757955019	0.0641049383349517	0.05600456225303268	0.04273450519706655	0.035597523591215055	0.035581400480753346	0.03047511840122752	0.03593729982718027	0.029691862487067868	0.0327078864232005	0.0251356714330281	0.024555773111777462					
ValidationFold5	0.11920766971473183	0.09163016481657646	0.07381322302223582	0.06056656694688302	0.05022278633675471	0.041779732098802924	0.03551483039024918	0.029390465689565253	0.03469988158134844	0.0249065880582618	0.025181619673925786	0.024018646860245747	0.02377828154931194					
