epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
TrainingFold1	0.133916298565391	0.11538968452137627	0.09365368466058822	0.07849677250886412	0.06734068906593847	0.05651655216641792	0.045698683780934835	0.03562665522429714	0.02916727766456278	0.02573246881458802	0.021595063227676407	0.021257633943356294	0.020913432734946936	0.018058507011962266	0.019303828694377377	0.018540755445096424	0.01686441239552837	0.01732946250605111				
TrainingFold2	0.13739867430765834	0.11354633174191711	0.0865799610997319	0.06375318879244642	0.05202246930186079	0.04398463778691006	0.03696625596556732	0.030545930897102083	0.026835135770282775	0.02369680217544682	0.022897845590386354	0.02074778119810424	0.02005180717081416									
TrainingFold3	0.12870975888164884	0.09923310509290208	0.07650931501358917	0.06281073427050035	0.050183413211065765	0.03826353005133569	0.030585322562943804	0.026208263194315472	0.023844080428402362	0.020893973409891426	0.019590973826813175	0.019446869841207942	0.019747294256640915	0.01835508471439508	0.01608733198005542	0.015584968039779183	0.015467246496998335	0.014937496642828178	0.014885773679402931	0.014438491298774765	0.013963435482516863	0.014089444640425924
TrainingFold4	0.13414225460382817	0.11733474109803332	0.1066144235271648	0.09873351895687532	0.08744477068365482	0.07038241361894554	0.05393869215303128	0.04048232549931875	0.03396571549803284	0.029417863780502738	0.025440808308000367	0.02543444249936318	0.022170254622365385	0.02089305383148244	0.019679590875954448	0.019594064067171194						
TrainingFold5	0.13529111238879182	0.11632578440297109	0.08873474264171868	0.06260605428022295	0.04661405397941489	0.03804783812277356	0.03271805955562214	0.031130687049716475	0.026795058675943683	0.02448724099917957	0.024051074465966944	0.023682068161915554	0.02116942132921411									
ValidationFold1	0.1249502285915826	0.10354448271183563	0.080945108900778	0.06935721770527639	0.06781069392621118	0.053152641285643246	0.03952813252856556	0.03499683833797462	0.031149872792801552	0.031981760017515626	0.026204428046185058	0.02830920570366808	0.026270389214654903	0.026328637125386325	0.029208537536500705	0.02578085600544	0.026330396090868038	0.02511002360409163				
ValidationFold2	0.12378910400106438	0.09992314344604633	0.0740767206464495	0.0591779131542093	0.049496651124042855	0.04714501274949206	0.03995676378274636	0.029705208441425515	0.02989557494064294	0.031456461310361714	0.030576538955106765	0.033584536220587324	0.025230723505696266									
ValidationFold3	0.11829452870214092	0.08927688330212342	0.07367459379435916	0.0587892561992963	0.04431914104601934	0.03680087056896549	0.026627713368465526	0.029533152676906736	0.027856542443000114	0.02253937412959723	0.024449080295068728	0.02483682726467253	0.019960240554220427	0.021079970474082593	0.02774348455984312	0.029927616576060245	0.019346735717460564	0.021053796887177408	0.021643362658843607	0.02330107744520709	0.019370156985652493	0.018757821207405607
ValidationFold4	0.1264046786486038	0.11131124284916691	0.10425334367235857	0.09661917514001418	0.08255371298374874	0.06612490772386082	0.04759948287184151	0.0377759610065758	0.030528534227674493	0.03157519743607346	0.028028542593217156	0.023484797093260568	0.02558821487244651	0.023441140842935835	0.023078765604753113	0.02177833084143848						
ValidationFold5	0.11853397258424334	0.09468113832242255	0.0692508515037064	0.05141153590687152	0.044338925467205366	0.03718050343325428	0.03362912551113238	0.03348879562327056	0.03158232984995785	0.032460258501877046	0.03338570140424833	0.02965476303298991	0.024886014939121587									
