epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
TrainingFold1	0.13101556168265266	0.09687930429524415	0.07628305553199222	0.06212478292761498	0.050464941943000545	0.04148799113952661	0.036081205791959614	0.032329541032088786	0.027752458970750828	0.024691950450941056	0.022506335210273058	0.021607845886100135	0.01917173761686259																											
TrainingFold2	0.13545596195652165	0.11471743109489628	0.08565488919522402	0.06503982260687476	0.052946552161152786	0.0477110948140472	0.040536568025689244	0.03702306087077903	0.0335206250442141	0.03097613314089762	0.02869940564754485	0.027414838457002745	0.02563854762699597	0.023418722962040416	0.022652521561542186	0.022015792443385192	0.020178375978192265	0.02061776200128806	0.02054466024637307	0.01946113411517992	0.01934096198158412	0.019154856930293805	0.01763256129166053	0.016894545206818136	0.01676719815969883	0.016329207555786016	0.01600486268948367	0.015328524258262335	0.015292281642925325	0.01616024869244338	0.015883671428664436	0.015968666391716083	0.015003752524504154	0.014407361202955762	0.015253150826351874	0.015045195900253551	0.015354649835093274	0.014983760360453346	0.014154493704844338	0.013750534285213119
TrainingFold3	0.12908584097908302	0.10227019548289139	0.07858526030216705	0.05920319877649573	0.04374362050928705	0.03411110443967945	0.02936041536079508	0.026436891667782965	0.022631012035840697	0.020922550512378537	0.021267151694949214	0.020006696009890718	0.01950396187385195	0.01837659497826032	0.01856983707459056	0.017566859904631697	0.017892862625773307	0.01616112116672329	0.016499721415692132	0.015384261527519398	0.016136608158161505	0.015116411961472212	0.015575148495256805																	
TrainingFold4	0.13568321065956096	0.1204896118627046	0.09263847585104389	0.07299150136888635	0.0572589148129516	0.04308422693883464	0.035934147379855265	0.030002748714591	0.02648511709333366	0.02477345288540564	0.024028919257071554	0.022847405589679827	0.021530297146162416	0.020140774450216035	0.02052238505037212	0.018163972408452668	0.02031820928026545	0.019579219480326013	0.017210432124161002	0.017106443057236655																				
TrainingFold5	0.13590672941735157	0.1153491386064914	0.0857416942686146	0.06332463484649374	0.049488539173798765	0.041541438892681776	0.03528181709492963	0.0314292635500528	0.02843194248297513	0.02508540220026083	0.023703568999822004	0.021828918913561045	0.021660582290707383	0.02232069104191322	0.01934092299470402	0.019031945728356196	0.019345119700419963	0.01784201196021647	0.017612605089383233	0.016135704252042263	0.016663703832926008	0.01622642389783039	0.015475467127552338																	
ValidationFold1	0.11511301698296197	0.08931008110188746	0.07561098610416853	0.06446899260585529	0.058317801249878745	0.051428086451778654	0.044743006679969506	0.045652041304752596	0.039061845078582076	0.0367492268778733	0.03311950993624383	0.032703723260055995	0.03246941619857223																											
ValidationFold2	0.12440467349785779	0.09954085633424777	0.07406741953205451	0.06325436074569422	0.05615339136524459	0.045287596691715795	0.040821293934381435	0.04204585507354101	0.037383898676905246	0.031865020991452706	0.03480094692453609	0.02741703611354751	0.02565279444180695	0.027860850989652266	0.024473500750900712	0.02305541103487485	0.024110309994804475	0.025419097621904387	0.0235855352314372	0.020963883381877428	0.024231247266600673	0.024639926326926798	0.01980851944335882	0.01853748249024128	0.020377349077015033	0.018612570373859074	0.02106847714912874	0.01822352126682095	0.021396078556530744	0.018917646718315546	0.02043545700014095	0.02010491288703114	0.016984600895219564	0.017697421608577964	0.018151605351054707	0.019746748249027796	0.01978970576341713	0.016216255426635535	0.016425041583975793	0.014740902749898461
ValidationFold3	0.11214247874782554	0.09066327212245337	0.06695107789294395	0.04898614591885624	0.04156093165927034	0.034649514478847517	0.03161855663035697	0.030861678918621953	0.03065714517028287	0.02953826635036551	0.027552139620768554	0.029556950893623122	0.02625521227530823	0.029212442548279278	0.02535244846707688	0.02736019608112526	0.025221271171306268	0.031078066125441443	0.029913113856569647	0.025604633494302625	0.02468806720363708	0.02901302470179092	0.023182352800826526																	
ValidationFold4	0.12680606464190142	0.1039291873707303	0.07868031105525526	0.062318467979951365	0.04854713919069452	0.04103855018703533	0.03358863371769465	0.028265034358940153	0.02842066117903284	0.024705391495704783	0.024509771547205413	0.022974654894954125	0.024101319986844567	0.022924070019663696	0.024433941646618353	0.025886718374100122	0.022822221899332362	0.023004601386803967	0.023278862823125173	0.020138175563520884																				
ValidationFold5	0.12117345967063946	0.09159801872114517	0.06647827458800748	0.0474627186444455	0.03915133075185752	0.03247393867682798	0.028987048723917854	0.02790267722178084	0.028438158916417575	0.024991434844456047	0.023660826554467867	0.02485806349899836	0.022670828782533396	0.02493031266606392	0.022771393232525434	0.022657483467225705	0.02216133371905471	0.022504609029088636	0.02143967288815572	0.023272292905874434	0.023747799754963644	0.02187552188248024	0.01996002072140917																	
