epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
TrainingFold1	0.12189621201048703	0.09779380541720074	0.0748068983113759	0.05614615192522027	0.04127542058497106	0.03292668152113602	0.02806240954111037	0.025105626436086482	0.023298212966815775	0.022159888240169588	0.020614448087460033	0.019094883870800158	0.018947131781046518	0.01817940314869544	0.018388126538071058	0.017128548872444888	0.016156477736991318	0.016172331799057308	0.015806668011493424	0.014758642487791787	0.014636799822629618	0.016059715198860257	0.015555979028594262	0.014202039006962064	0.015520400079811756	0.01376152822000496	0.014299305420698221	0.013651299714839716	0.014229543938976241	0.013360206277642124	0.012942140621227371	0.012814834403353794
TrainingFold2	0.13634748857018616	0.11415805505983243	0.09238409940874658	0.07900109324617001	0.06967303695545399	0.05882358878314207	0.05006766594879558	0.04485412516815753	0.039432815181681194	0.03445473375676119	0.029797377651143642	0.02639084416884475	0.023802253623187525	0.021210068847448672	0.01902774557257339	0.019627341175486878	0.01781199429896745	0.018241539891035687	0.017820686843771086	0.016045752323572953	0.01613427960828444											
TrainingFold3	0.1401435663415627	0.1232635159257122	0.10377111804078926	0.08195972352881323	0.0637488233692817	0.05221366217433983	0.04299923096021468	0.03752396555236456	0.03217591584728904	0.02788948439675468	0.025513631653501016	0.022753950363337275	0.023575427182566437	0.021394050483319337	0.020823028127721376	0.019558105892892027	0.0185607818909127															
TrainingFold4	0.13482995079555748	0.11575861997446235	0.09673564872638979	0.07384927893298215	0.05823866173608098	0.05053636824628739	0.047793277577062025	0.042555814807180764	0.03835542801458203	0.03375501726808654	0.03062094421278529	0.027364046137981633	0.0258630779293332	0.023874452385733057	0.021214970460244984	0.02223057102084914																
TrainingFold5	0.13430921156886477	0.11357189299816864	0.08862212512903421	0.06777858746035775	0.05121475591627687	0.038335292317221846	0.03136949064227177	0.027235161694297693	0.02410370772161913	0.02165362005315856	0.020687030381270226																					
ValidationFold1	0.11395296585812632	0.09148585164387311	0.07092605239761594	0.05058715614307273	0.038437636724016296	0.034007867523801645	0.03042079106048082	0.03119458931489914	0.02727499601002949	0.025759690918805842	0.026814593995238414	0.025699056375222944	0.026181443109765366	0.024893992490173593	0.023821675652600658	0.024912318686671955	0.0241696700625198	0.023575469522614054	0.024707363153018896	0.02711222483734283	0.027288744557868734	0.02330271858120016	0.023965344954344152	0.023241701779430253	0.022836493262226604	0.023014553410056187	0.024944703972031284	0.026218849329779914	0.02324478896792113	0.02275744059297072	0.02307512061889026	0.0221709271598099
ValidationFold2	0.12119537302558976	0.0991725657700694	0.08457286280047681	0.07696199915621296	0.07159130295622163	0.06134292751085013	0.05305891918084983	0.050139733966456594	0.04588044761996051	0.05123238069063518	0.037124432759550734	0.03293863507912777	0.03396222441889612	0.03043825132148673	0.03515936284228311	0.02892792946814942	0.029403028042127386	0.027741863235860365	0.030022070085189107	0.03044165792055407	0.02719124748870984											
ValidationFold3	0.12672536868402468	0.10802687837609223	0.08676027699506708	0.07109462014133376	0.05563319592537092	0.046392934500805234	0.044298250960959455	0.035321635382258264	0.0331798165778829	0.03321207791720683	0.029454760022157904	0.029698038158260585	0.03514932341048344	0.026304849953573597	0.026356641538898527	0.03080620991646096	0.025848579832849543															
ValidationFold4	0.1255025751888752	0.10906404203602246	0.08682306814340077	0.06729397442125316	0.059601674180677425	0.05018047472445427	0.04557782640456155	0.04419341797308464	0.03936946267224682	0.03214079751861781	0.02869828036325219	0.026477227759772046	0.025803400616756074	0.02641677215641331	0.02677971054903797	0.022417386777046237																
ValidationFold5	0.11732053414120205	0.09469380203102316	0.07171631715027615	0.050004761009144465	0.03797564655126605	0.033662276469320726	0.025107233166636433	0.023571745556962145	0.024130028200618523	0.02097469699921411	0.0204274476579615																					
