epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
TrainingFold1	0.12562115552099465	0.09711755615697332	0.07437259496772262	0.058142029290134296	0.04486975405890427	0.03574973261823716	0.0318612137413504	0.026857247539239373	0.025079084701807405	0.025927812454410823	0.02270957962329421	0.023119579981037065							
TrainingFold2	0.13660132425045912	0.10741386066163319	0.07473812057426653	0.053600744753206205	0.041574560586179574	0.03188171903197049	0.027375143431782073	0.025450752100364703	0.023043788032658486	0.02067247778016494	0.019869385711524683	0.0193398650730313	0.01803708919851695	0.017260432354177072	0.017933148675637185	0.016488586246287386	0.01511612445590588	0.015979451607629827	0.015452000012726097
TrainingFold3	0.1320217443460768	0.1112944136289033	0.09240437931465832	0.07977576084667817	0.07104537580585615	0.061496841738699	0.05316333519347774	0.044663260526828126	0.03745392234810755	0.03127060780018589	0.027855451656399632	0.02695955891738942	0.023872172551306324	0.02100298280843576	0.019207137249693255	0.019255110482828804	0.01882717247849955	0.019227516591027696	
TrainingFold4	0.13161267425924067	0.10673844006309569	0.0812455544949355	0.06644644995923249	0.05318112412516171	0.04237159581980594	0.03604307544907099	0.031357676804339187	0.027717971768285107	0.024619020229150582	0.02359720961958415	0.02246172454323891	0.02137788535423615	0.020914764411037613	0.019728446597335178	0.01896530232265409			
TrainingFold5	0.12726858644261618	0.09590717213337913	0.07105533377376988	0.05602399171150934	0.04585515305518944	0.03986233598931916	0.033716427182438426	0.03011738399174844	0.027635445438243228	0.026227126725158145	0.023449055415923747	0.02245357206404184	0.02117951809862161	0.020795442875012716	0.020034666428740435	0.018956096567287545	0.018697389308685843		
ValidationFold1	0.10814809308586908	0.07838086455012672	0.06320863159947164	0.05427327688500684	0.03756267362249283	0.034319282884618066	0.03074347529660112	0.029915872937376013	0.027318024165651877	0.025907802512717484	0.026989977220734675	0.02266059589341499							
ValidationFold2	0.12430609255430422	0.08879839062657473	0.06616456711032827	0.05107823134000812	0.041961596362982946	0.03723085599631304	0.03359562740245435	0.03354557926130448	0.030203010256757677	0.032943235047891255	0.026489181669213786	0.025088660513964505	0.025120680416486203	0.028763292385779744	0.025145901284694055	0.025010420971674257	0.027749655277018195	0.026367895741324383	0.023940287575377233
ValidationFold3	0.12252779255088951	0.10582752572372556	0.09001710437171694	0.07771436980276901	0.06845792022068053	0.05585483163304161	0.0511209197970207	0.0408562645731893	0.033441318702119006	0.03089515309381698	0.02848107900458022	0.02473059335482373	0.026381597222877775	0.025119348739216157	0.027750982569224498	0.023852020086906123	0.026929018470322523	0.021078594633373932	
ValidationFold4	0.11512136447709054	0.08901297798313733	0.0716140638188725	0.05614802773821533	0.047296395736858746	0.04667362551741202	0.04007391530779257	0.028786759481590707	0.029114511620718986	0.026713070447190797	0.023588769025601714	0.025054191189805612	0.025170590904703465	0.022265545526481998	0.022611888020817008	0.020981630834025315			
ValidationFold5	0.11043220064935408	0.08233339953169759	0.064363456458003	0.051871744838925746	0.054336221751457615	0.03838971990626305	0.035582082160025105	0.03248980009915873	0.03060965944106491	0.025970690887334058	0.030263266899315307	0.028191523933076366	0.027322344996978894	0.023702628649126773	0.026138850556240607	0.024188190878183895	0.022065455046426256		
