epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
TrainingFold1	0.1295138984901584	0.10100675197998614	0.08069099352342081	0.06510210171507748	0.05195025373175825	0.03972879585679238	0.03399283582785594	0.028499713867103264	0.025334337253397815	0.0257941020340882	0.022819513365130373	0.022482725829242187	0.021244902057096376	0.020997304610779657	0.01966277160575469	0.019488177439427806	0.019777809811668837	0.017632217182404125	0.017132102134171077	0.017343934151984815	0.017604878496673155	0.01822184574851829	0.019258439109056547	0.01753095560687218	0.01694834254314346	0.017097325030254195	0.016302162305280896	0.01701376399742584	0.016374859957691053	0.014802112958741377	0.016107065360929027	0.015554769549449187	0.014696526369463347	0.015457777043373418	0.015373805871384313	0.014232481190052758
TrainingFold2	0.1338504160540115	0.10374208102702823	0.06805493311791051	0.05075797665405993	0.040057260251406726	0.033551342544572295	0.028096012078736885	0.025447799388283718	0.023239633147533165	0.0226439733826847	0.021663884477754036	0.01985000111608833	0.01834475676792171	0.017282369514538244	0.017154289119142893	0.017166948263475867	0.017926456662630666																			
TrainingFold3	0.1358829376372424	0.11711187784517692	0.09117758590198884	0.07236699403914496	0.05781964313910893	0.04606682379698296	0.03821204456193796	0.032533247339994305	0.029088976328652774	0.026057181278487076	0.022919098503586033	0.022524914545184318	0.01968202717788782	0.01963408926180405	0.020093702827580273	0.018844705015958012	0.01782964902324073																			
TrainingFold4	0.13176007882656018	0.11085631392575175	0.08549375418370882	0.0662738441610012	0.053678703931521396	0.04555329407038391	0.03772587180528325	0.030087392451188816	0.02708869008083412	0.023683959507867017	0.022862668780350207	0.02152738055522351	0.01956618176765601	0.01921842557700103	0.019096126654985213	0.017774968426559772																				
TrainingFold5	0.14019815301379332	0.11891076342535639	0.08923377263743211	0.06189090540059484	0.04695217009229223	0.03802669335660268	0.03260554304205269	0.02956486628135367	0.026639167314086623	0.025039768561418485	0.023829175614724484																									
ValidationFold1	0.11348887981979974	0.08844953467736819	0.06974608979154644	0.05672514086057033	0.0501768518463775	0.04154061032126525	0.03498304778102985	0.035461799214577434	0.03259973969501776	0.031819591572587215	0.02957584862945493	0.030199457098725752	0.02963678861384064	0.028810085632358096	0.028164319610758475	0.029052878164553216	0.02861973596126128	0.027588141145835316	0.02756017235177361	0.025885351654583895	0.026728195560151238	0.026636965741090535	0.025484225284474502	0.025682999719200388	0.024495651178377948	0.026559347580132453	0.02530780055699974	0.02705003568046647	0.02857770528823624	0.023934597529854988	0.02620781188833072	0.025181466451028558	0.02279108308773305	0.024237114950730238	0.02322797404044	0.021964350355249605
ValidationFold2	0.1207089178330664	0.07926535806784939	0.05522814880324794	0.0431450563981863	0.035295797644981315	0.028710187236096578	0.028499338585658864	0.024356909941291503	0.02644480714869652	0.024976963172126228	0.026124172501892775	0.022812240808369615	0.024535437512765514	0.024496654939866858	0.023701880521489978	0.02475635032273463	0.0224201225269748																			
ValidationFold3	0.1253367338795215	0.10008205297136945	0.07684208508414615	0.06421764829844635	0.050295463032463364	0.05004230400144089	0.03661485637193047	0.03238667789940207	0.029525575163591253	0.029214946283900645	0.027902805212891377	0.027269300101449647	0.032150483095652556	0.030215523897433223	0.02856002416852529	0.026858394687483918	0.02654078144509445																			
ValidationFold4	0.12247293086589447	0.09751162613143347	0.07567683317964631	0.0619350616720372	0.05625306991610809	0.046054810899866946	0.037558769004785324	0.034874357046646765	0.03147670812177239	0.027489201255126057	0.02801129232050568	0.03381930199559845	0.02646312613952822	0.02865422164125318	0.02671746373120446	0.022887300405532836																				
ValidationFold5	0.12790305287178075	0.10530404656726335	0.07563510019930877	0.05552976070612203	0.04473365729167459	0.04206963060382155	0.03161039504006372	0.029521463432631987	0.03135412531212621	0.028560780835895066	0.02421310320122367																									
