epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
TrainingFold1	0.12883250219704898	0.1080825877626805	0.08491768479053799	0.06446704726036825	0.04997528739726451	0.038620415322810034	0.030088503156909845	0.02736142215988233	0.024298493238219133	0.021569651102229366	0.02155101537811049	0.020615804747101046																					
TrainingFold2	0.13426621532351932	0.10594272705596916	0.08190685898120725	0.06740973568744194	0.05666654810610658	0.04777789046746044	0.04023453489673623	0.034688898617855714	0.030391731674959014	0.02747765673427357	0.025955674277750057	0.02366709261034787																					
TrainingFold3	0.13933291178704663	0.12369024966504763	0.10265882595823231	0.08153187796706333	0.06310197264061902	0.05144220848451368	0.04235350944932593	0.035716888084954754	0.03233897017674859	0.028611644877012374	0.02591848521214243	0.02426757167036571	0.022058685251580425	0.02311779593722101	0.020795713551805504	0.021059348894612577	0.01920085773926985	0.01990064835388859	0.018374331197529417	0.017788278150047434	0.01650566739919503	0.018717660842925067	0.017287632044843286	0.018041035162472824	0.016475820548376676	0.017017184216390226	0.017436033508552513	0.016323433545742526	0.016030503175931122	0.01593479522601807	0.016168385475545867	0.016027883261482533	0.014738592540296932
TrainingFold4	0.13449583736474283	0.1162338328089506	0.09638105472655388	0.07128129495083947	0.05175673964490392	0.039949875120643755	0.03246005095806513	0.02813300719765034	0.02562959535512545	0.02335221053981761	0.021627358896362168	0.02082576232187792	0.019200629768776973	0.019048869485300046																			
TrainingFold5	0.1378404739064194	0.12721390329402496	0.10522941698855405	0.08070827288367698	0.06470129413296347	0.0508841207863055	0.039039117319939226	0.031761085393320246	0.029174365964573304	0.025407995545485465	0.023062359631665755	0.023122444195839854	0.022855291422114104	0.01969863765762921	0.01913849119963788	0.01886777649686263	0.01797540537468832																
ValidationFold1	0.1202999237658722	0.10153722724810775	0.07770615322182753	0.056893182440295016	0.04980267878272571	0.03860373614796637	0.04236147071995739	0.030556555675242895	0.032155805743449103	0.029941071279608877	0.03300722391161669	0.027448420779234897																					
ValidationFold2	0.11940671666525304	0.08966463993835662	0.0740530369553848	0.06433211247193478	0.05401427639714841	0.044687097082974754	0.035437891799249756	0.03159959246113431	0.02966550649684255	0.029283013729062595	0.026275442204288475	0.025012615004275825																					
ValidationFold3	0.13040225633553096	0.11131624624665294	0.09172212590263891	0.06986176522332244	0.059301361649496745	0.04602450237143785	0.04821765207660584	0.04109036647423636	0.03530606615614878	0.0324287055066504	0.028105096245001602	0.030523589685929307	0.026613158839349386	0.027798686802920462	0.026162369383720425	0.026073512511954635	0.023974797214577848	0.025434243330372346	0.023804786501581736	0.022574719055228343	0.023193423246961435	0.021229133908946096	0.02101756901518976	0.02055507491159655	0.022494799041623992	0.023190794955001235	0.021746974328315054	0.021716578790151937	0.02017793936292784	0.020940288141771037	0.024210436867276388	0.02027808545411907	0.018337085811059035
ValidationFold4	0.11849331593007914	0.10100975374890757	0.07971378319364573	0.05847452413789662	0.043863966944627464	0.03803527115295375	0.032930763814614954	0.02872182992411711	0.027897061897030135	0.03010309851015336	0.026985509584587168	0.02852338610058983	0.027523706112073602	0.026324293316845018																			
ValidationFold5	0.1261917043676866	0.10913254925981164	0.08736260295180338	0.06572707275959797	0.05533344253282329	0.04379993047665006	0.03605655793736722	0.032401030539144164	0.029396475811414087	0.02846908858243426	0.024537165927280773	0.02384511632200364	0.023077521369746785	0.023460380733532866	0.027049336778093545	0.02926399060665322	0.0224606741903699																
