epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
TrainingFold1	0.1349631714375188	0.10930717867037885	0.09018874437161233	0.07632082487354437	0.0632871762465592	0.05088718704077666	0.042068257097571615	0.034915476111821685	0.028453272262898583	0.025715235109958205	0.021827137192071216	0.02046671979922427	0.021078280662359207	0.018509959491657107	0.018478731940073583	0.01794867513506098	0.01582384721182508	0.01509334021213703									
TrainingFold2	0.13824011357013213	0.12166444033146719	0.09703910379227175	0.08136938231337416	0.07324578572947167	0.06567530118561178	0.05717704521496367	0.04779984772307183	0.04097610400991773	0.03461712272439984	0.031052146246378334	0.027023006296623287	0.024730846965881723	0.02299011721370417	0.021976792804802955	0.02046580613408596	0.019077422195575615	0.018852370193381665	0.017614337540588845	0.01697338730459322	0.01652473454497694	0.016654366369146783	0.01555093190022707	0.015488220528916378	0.015619177380660926	0.015360717463272212	0.01609528433610547
TrainingFold3	0.13773468074981463	0.12009630855172873	0.08755744368642229	0.06653663980488835	0.053107140179914	0.04413161206810566	0.03742441232607234	0.03271624032005837	0.02817331680469744	0.025922094739772465	0.02307373358780751	0.023094099432306725	0.0212166812602928														
TrainingFold4	0.1309463054769569	0.10422767180941002	0.07723700894938271	0.05877454656064341	0.04647956228848808	0.03863187637201208	0.030417224868779364	0.02554971084121167	0.023120931761636022	0.021809163543605826	0.02160399194393421	0.019974669855237936	0.01967759530655005	0.020650037323785186	0.019368418713592316												
TrainingFold5	0.13405667995924458	0.10906626223860418	0.08490637319406907	0.06938343851013758	0.058032627858019256	0.05038185576893541	0.042170820647257495	0.036705206669824894	0.03095062763777317	0.027270881465833206	0.023994766974192727	0.022258385579466265	0.02044031324183223	0.019854998485144645	0.019017834352689944												
ValidationFold1	0.12199291352382195	0.09590197880918692	0.08190457161150075	0.0698432713189894	0.06331681455984446	0.04913031225857724	0.04128766311623622	0.03752526511276041	0.04050668154793259	0.03358034406535028	0.030828336488152024	0.029144170431598986	0.03091133819517771	0.03192269903203331	0.0292184073779416	0.02852049720123822	0.030025827263281308	0.026537001678142196									
ValidationFold2	0.1289229791478387	0.10942628966378314	0.09243306071896638	0.08349816891547691	0.07880649349369508	0.07196138133128573	0.06158222861371802	0.054512132121869526	0.04552730734888298	0.04791420191655301	0.03690129167443956	0.03321837812317036	0.03604976403377285	0.03176465906809816	0.03499117509636562	0.02838645394383223	0.03648466054541392	0.027890215832615337	0.03520759729872225	0.02675774780449761	0.028222992206532842	0.027838924527843898	0.02955233059375522	0.02584563665758261	0.0253460877643842	0.02834603313307785	0.025241644634921352
ValidationFold3	0.131330553841378	0.102655655405085	0.07492668752924406	0.058720534767157266	0.05202683159482798	0.04452729427430313	0.03808687419431018	0.034654693777805994	0.03063341609959025	0.03180255351981032	0.04380490831668534	0.025925436615320256	0.025306599979688014														
ValidationFold4	0.11340539599768817	0.08489408094568976	0.06466078929536577	0.05421430321543345	0.045197928581079135	0.03599321863501765	0.030797352265446016	0.03105979661372008	0.026350376407208387	0.02739459594782342	0.02222449232898985	0.022960580846431964	0.022474966149145206	0.023485844733451295	0.021204850128145023												
ValidationFold5	0.11524811596609652	0.0907892291933032	0.06932519888921108	0.056243863869375285	0.046702147070651075	0.04278661961351255	0.03690344167885736	0.03540178029964279	0.030798204397017668	0.02408978074579084	0.023938061587354502	0.026578443764654885	0.025992951247774596	0.02424085059400178	0.02296904530521715												
