epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
TrainingFold1	0.1359993168216658	0.11128100608879504	0.08129289407032163	0.06330528852984854	0.048917454288109334	0.035949216734301126	0.030103921775172408	0.025188145847150154	0.023511830472268302	0.02240109598379982	0.02217440973412082									
TrainingFold2	0.13126866629342962	0.10248252238170297	0.0689732834149432	0.04971003299313841	0.039053799894772014	0.0319488020637656	0.027034999887567173	0.02455232748528412	0.022784090298334038	0.02223008235050408	0.020157696298870976	0.019248577753922018								
TrainingFold3	0.13739485532807355	0.11129524681547825	0.0833106214794415	0.06409529408926821	0.05114786760955626	0.04313553930260241	0.03559446951866531	0.03105118983869695	0.027756735681296878	0.025680064109937204	0.023479822496202278	0.02245541356268487	0.02142966257035203	0.020773463457953768	0.020666826438570172	0.019388271420228358	0.019375634099891282	0.018790321988721687	0.019708273067292545	0.01795616344733472
TrainingFold4	0.13357421150958998	0.10031364178559542	0.06941344216677134	0.05257325106967756	0.043108947919322654	0.03745003218885064	0.030573123014165624	0.028700821612731398	0.025946962019658803	0.02460627205773624	0.022067876701555248	0.02180454981209216	0.020459391234347295	0.019537141976300985						
TrainingFold5	0.1336876096064857	0.10623101914529078	0.0841554861633756	0.07045393095381254	0.05753206593859983	0.045353394822424016	0.035633203302635454	0.03208731544152433	0.02814582571923539	0.025651521723700596	0.02375018047248524	0.022870568453483873	0.02161494757383809	0.021079743396940638	0.021135154805170916	0.019481869192548493	0.01863191410544517			
ValidationFold1	0.12276220803947321	0.08779287097110812	0.06555562660131338	0.053231065099160854	0.03915011572618304	0.03600564929677473	0.027852773921040352	0.03300740847719551	0.0321002445879068	0.025168300626059396	0.022750730619788686									
ValidationFold2	0.11780459407184805	0.08578874563266124	0.06375817461438212	0.04374832549781006	0.03778674158300938	0.031127763777996215	0.026107297826196633	0.025901449931552634	0.023413872252344196	0.022443268068205464	0.024307338290392572	0.02110600582506907								
ValidationFold3	0.12688044761307538	0.09654022595246456	0.07334927937232091	0.05865995859702317	0.04692777624586597	0.0393354836601897	0.033273841323015016	0.03191087940649595	0.032061425591174544	0.031129257867308167	0.025647222879862448	0.023209901044278274	0.02174052481002166	0.02085098054638885	0.018670258442853083	0.020877522912672117	0.018578764150528775	0.018909460700667426	0.023149916136000166	0.016732535125421628
ValidationFold4	0.11679863440804183	0.08021302065545959	0.05656909424578771	0.047239096993247846	0.037166853165087686	0.03295704402885998	0.03132246130241713	0.028515493293785506	0.02884313905035794	0.02695828821924806	0.025886086988456163	0.025986441503326723	0.024388701223610303	0.0226794312259569						
ValidationFold5	0.11503115299689982	0.08998571836855263	0.07641225854916099	0.06364801536879636	0.055437430344422216	0.04901976795892032	0.04458791099854612	0.0434484927079341	0.03885170147779198	0.03580639604011334	0.037325635920881596	0.034685675322439886	0.03451872388723132	0.03475383097923311	0.03483812295339054	0.038730651739180236	0.03303981647383937			
