epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TrainingFold1	0.1363628219013617	0.11574706689509899	0.09133039295277877	0.069848389520531	0.055931884200061295	0.04673107747933679	0.04175490105963742	0.03671532697985204	0.030475639650698105	0.028962591063118534	0.025289097118439137	0.02411177443828408	0.021852604386616778	0.021647051842426074	0.021582014656789945	0.020415824636448594
TrainingFold2	0.13106271206212478	0.10218442197897576	0.07786719105153393	0.06291770235028601	0.05258927873870388	0.04754091179738742	0.04073257874755787	0.0354209785453884	0.030555247733579493	0.02768025733570299	0.024447947012892754	0.023989032205233483				
TrainingFold3	0.1382704868828031	0.11503755643709816	0.08798524154646492	0.06270654919366776	0.04825765247647227	0.04117311260594182	0.03534481613751268	0.03453442829638582								
TrainingFold4	0.1344924022585086	0.11425540828971771	0.09145830298167845	0.07618418294522497	0.06585637193232302	0.05519173307821594	0.046769058322871856	0.03906191478360892	0.03338559254340811	0.030230800495952868	0.02761963259500278	0.026306759532741135	0.023550464235807932	0.023286419395236468	0.020583993659984076	0.022500172996106335
TrainingFold5	0.1345461809215435	0.11335117019696068	0.09177585002414174	0.0706125256948898	0.056061027066390205	0.04640717032561458	0.04038903959887208	0.034189686498908134	0.0318821009938032	0.02807716683882849	0.02484808088561027	0.02250536977986666	0.022047890610115844			
ValidationFold1	0.12658040069176682	0.10520461908475097	0.08201689866005576	0.06330006771687684	0.05596156327270104	0.051047213799652776	0.04481091339403065	0.03990313687037477	0.03859763713886163	0.03628283025942177	0.03838015612356165	0.029335880383899036	0.03907841539798288	0.0350996756452722	0.03252599880787394	0.028150690690381452
ValidationFold2	0.1134368761143248	0.08529671000516308	0.06662407502049714	0.05368951523892714	0.04783521443979615	0.044457174814721966	0.03838157332627036	0.034296545233311396	0.0298628712937768	0.030056995471698298	0.02756519584077718	0.02708322310848286				
ValidationFold3	0.12392134377400257	0.09791377778830272	0.0703210850562235	0.052036731433223134	0.045323380414629355	0.03579611157952708	0.03203490332374973	0.02948009432709244								
ValidationFold4	0.12451366711008761	0.10037229053809174	0.081167373714769	0.0712741056132862	0.05980757436399082	0.04858359572036924	0.04093480344246408	0.034089217045610506	0.03174645589024294	0.030293862824951896	0.02869061254127051	0.029104818935593357	0.02823027476396029	0.027166805487338155	0.029858617553275377	0.023042803688960185
ValidationFold5	0.1207161312257605	0.10156966882225658	0.08017879037652165	0.06380854061405573	0.05337826130562462	0.051166172137267756	0.04137999356108984	0.04037144583292372	0.03977212432385256	0.03521805306705313	0.031549886795151645	0.02931176775226569	0.02688670771177775			
