epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TrainingFold1	0.1298733812471911	0.10580313611418417	0.08847892335637315	0.07709509273140466	0.06821558760270714	0.05801419661163467	0.0486905970936269	0.03918540643073074	0.03257831428667794	0.028719627186119107	0.024437710386860403	0.024504716637728793	0.0204725603129955	0.022443066064263568															
TrainingFold2	0.13968146368352047	0.11359359817430886	0.07936272001666163	0.05648036405936325	0.04633317584758476	0.03917598415983964	0.035457641634122725	0.0316742249058585	0.0313091640077438	0.02827104583115037	0.025912519072337343	0.02633983309485855	0.023865050877084328	0.023132074583793304	0.020862549698777957	0.021099487519735505	0.020014025279126397	0.01979252373117366	0.0189550880821112	0.019628596560893514	0.018029429788191026	0.018263050307350547	0.017191295876812906						
TrainingFold3	0.13044554988260973	0.10907516106963158	0.0855848196015524	0.06971844819226218	0.056121458396823566	0.046487186423936774	0.03888207311022349	0.0328991853134622	0.02932935282561547	0.027283621625842483	0.024392517658998258	0.022985473004982025																	
TrainingFold4	0.12431186041002776	0.09094254349626583	0.06838603181629326	0.055898073437420946	0.048161149875243996	0.04242417655933792	0.03894831876607312	0.037118093972516725	0.03357262088855952	0.03248538166696899	0.029779939817688627	0.02809211264006464	0.025582157253459848	0.024529849771889878	0.02145164132212202	0.022520684927573656	0.021662780266291305	0.019446292986273407	0.019638056088346657	0.019309901315262203	0.019110543856402814	0.017853215104133964	0.01664965395243361	0.016817619483568837	0.016322177879784475	0.016732694354342416	0.01626708187422435	0.01622041184660071	0.01591612827881171
TrainingFold5	0.1427276262431932	0.12941135278991445	0.11144919745303791	0.09158640782605873	0.06865399760695604	0.051551147285065026	0.042371326347400026	0.03652907511650277	0.031282966556680725	0.029514687453323925	0.02752274106181863	0.02432392791225164	0.023652305893707447	0.022067186299777837	0.021594092975819917	0.019124483182192443	0.020832891234647634	0.01768376441532588	0.01872480515487033	0.017361129585455215	0.017171260178286286	0.01779852660224832	0.017867132462093625	0.01613172503610719	0.016214901526557066	0.01724877670438638	0.015364029682803045		
ValidationFold1	0.11788668599911034	0.09573594157284658	0.08407068500361804	0.07517601210773657	0.06690681729482353	0.05751840322877148	0.05069774733107936	0.03909834993412785	0.03625176625584053	0.034394730967635824	0.03447829341166653	0.030607938644867057	0.029255843489538944	0.02411526710290803															
ValidationFold2	0.12093993713746645	0.09140684063147221	0.06056342507612759	0.04688490790431388	0.03878371484253356	0.03780478294356726	0.03398751464555971	0.03658790591933731	0.030695832948757534	0.029406582156038245	0.03405870857646472	0.027298082860527626	0.02447618362254746	0.024955869134438608	0.02381005067841865	0.023134034622281825	0.021999093292054437	0.02488752350888847	0.021226504774209128	0.0219409838422767	0.02023210818307624	0.02137659816656066	0.019268189293143223						
ValidationFold3	0.11703833605029754	0.09157081578658628	0.07068074951946203	0.05629507807108374	0.04608106219218046	0.03991199090264023	0.03473953758969271	0.034763001295297205	0.03484126528616928	0.031691985461553225	0.0302325224199324	0.029741268565235908																	
ValidationFold4	0.10711152848255422	0.07954532256449706	0.0678560713297754	0.05514744957534796	0.049683165383092795	0.05208903512643052	0.04062553039485855	0.04080381776709276	0.03631506691661863	0.03460408431003868	0.037441703184802985	0.031399273293313205	0.031203783303811048	0.03246746878877665	0.03331379612167699	0.03902937703346002	0.02930551948208761	0.030541461350886884	0.028777430279400766	0.030378950371544176	0.02907858971580676	0.0321702877577731	0.028192068470421612	0.025607468038158134	0.02605841096634062	0.02497112273691268	0.026071290868328236	0.02963218494746148	0.024601415733871233
ValidationFold5	0.13301186795745576	0.11758988294085222	0.10037119830459622	0.08132555523687708	0.062211836966785734	0.05061399587014291	0.05116411766669314	0.04432998203265015	0.0443592250916741	0.03562708267158347	0.03115607746076421	0.03348161732615803	0.03361092374013554	0.03227907327293776	0.030475178842347565	0.03137577949720643	0.03016718953456023	0.03537690146289866	0.027229359304588537	0.028198500571826508	0.032131301194177855	0.028765410928047328	0.03905878174087515	0.026606949073279144	0.028939610384051257	0.027624850585458	0.02568128965568966		
