epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
TrainingFold1	0.1381330985711998	0.10792843048932822	0.0793242936350031	0.05900795102123699	0.048074054095860075	0.04036424440102116	0.034196496905533585	0.030396675955866714	0.027362597261323725	0.025790881755715023	0.02151079844215887	0.02286559892227617	0.021293090503803958	0.019462482626581793	0.02053308415727118	0.0195226585798979	0.018723051901780478	0.018961415931300185	0.01878723210894894	0.01896309054048799	0.017413245831021124	0.017299400803515556	0.017081109852644084					
TrainingFold2	0.1332658692167601	0.1127021726526337	0.09375715776132357	0.07481085493469054	0.055465322091553894	0.03996759545241518	0.03174225124981305	0.026118289861602154	0.022938384204717874	0.02146626728013262	0.020097666050775235	0.0188016865173342	0.018514318995237148	0.01715295125165761														
TrainingFold3	0.13604049903171306	0.12094851927408441	0.10242355676918206	0.08508360029558058	0.07003841455046891	0.05454136741225904	0.041963689397247934	0.03423505810814359	0.030399070338171442	0.026563318046497773	0.025036090351105402	0.02282425719842484	0.02255907507523344	0.021401980209405088	0.02147820415473027	0.02099958198500231	0.020421566402828002	0.01998098597435852	0.01893210577393554	0.018315400942380867								
TrainingFold4	0.13019315435502535	0.10234351101375762	0.07618220681176772	0.058400738338122565	0.04544456123718633	0.035896327421797734	0.029364644828022302	0.025720343294805825	0.024491554647042627	0.021948716529437008	0.020969529314214246	0.02191617073004964																
TrainingFold5	0.13034959772509014	0.11074303060230627	0.09019281961154446	0.07492593429957377	0.06190036803671492	0.04960908831072954	0.04094959701736967	0.03383331870337805	0.030372956410662493	0.026191439929184383	0.02395856150213157	0.022515072256439405	0.021495625859745925	0.020528070463172614	0.018885447896479175	0.01955653147170651	0.017897220268925627	0.017798612853392327	0.01728617204889198	0.01687243440810315	0.016670383271649037	0.015651611432805024	0.016652622057710474	0.015807832310172968	0.01665519543268799	0.015525366382137267	0.014715077058901764	0.015738007976192604
ValidationFold1	0.12091018489029791	0.093502732093579	0.07077149320061185	0.057355401247540225	0.05104637108576883	0.04129085388558451	0.03995595714721795	0.035324662755426416	0.03282996561132937	0.03683194125863208	0.03247816855439721	0.03212256098075678	0.029564165133186698	0.030982321308848832	0.034686395309238706	0.030230444775790084	0.030742153880575124	0.02944754310114409	0.03343496278025019	0.02857228823456483	0.03170705627612084	0.030344367116380715	0.026129508151500756					
ValidationFold2	0.12052145606971212	0.10165082907769829	0.08273485518293455	0.06723238526943273	0.05277137185164195	0.042667475677652486	0.03950855497948526	0.03991339830099605	0.033424738078403085	0.03159608792962639	0.035888190991889654	0.03055414980813761	0.029685235865794572	0.02619353365558449														
ValidationFold3	0.12396476600718286	0.1075672301729875	0.08916164149663278	0.07560843503701367	0.059271253632947	0.047327945751021616	0.034484417741103765	0.029697475201308925	0.03183117656902011	0.023772608370823685	0.0259417084047787	0.023996349431919434	0.02306108809638577	0.023361462555060695	0.02115551712657699	0.025544360496496665	0.022965761426738545	0.02003610988244223	0.019907798683301996	0.019191898259772903								
ValidationFold4	0.11211904118369732	0.08203888298677546	0.06291052560222202	0.04968394619728705	0.040450046387767155	0.034104599686023515	0.033014600405294914	0.02609794102110235	0.02922298424008269	0.030106366192090457	0.027912573666721334	0.025675034476859895																
ValidationFold5	0.12230487833065647	0.10323012071395558	0.08519403832698506	0.07171674804911683	0.060577039336619364	0.051202197927133444	0.04683144625908296	0.038210372575641874	0.03643845740069602	0.0398177248436176	0.028805474897256187	0.03105314971799089	0.029044792997280768	0.03310399686272701	0.02670410869749113	0.024883751259169782	0.029600262880714063	0.029219284354180024	0.030855204083439145	0.03120264925226885	0.023908254184399475	0.024812246152578155	0.02923087261089157	0.02368151560663786	0.02437744701858589	0.024530322277184626	0.031471333045244264	0.022674708289222117
