epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
TrainingFold1	0.13349937190850303	0.11236111091483877	0.08600740272713374	0.06488462279924961	0.052601205524201736	0.0439543258566218	0.03763888477037882	0.033433539382518015	0.031965096340941045	0.02787072855442843	0.02654306602444485	0.02548791963254106	0.023685142490607485	0.021647514380965398	0.021042177758496424	0.02148623050414568	0.019755843292231262	0.019784014620178977	0.01873772286323721	0.017984192918323073	0.017447498354108762	0.018184751929363373	0.018279117456773273	0.017038091298947046	0.017022450089954465	0.016803947849958402
TrainingFold2	0.13815507856632556	0.11711874906321593	0.09196542705788971	0.0712991562143715	0.056940683271366775	0.04592064278070859	0.03942301013010526	0.035065888813436925	0.03121409862069413	0.028776165230013005	0.02664706080004118	0.026247845317519763	0.023528424051428767	0.02208491281547519	0.021440449873536268	0.02134720703948513	0.020724321055294447	0.019333631294614535	0.01939474158329785	0.018869599422645714						
TrainingFold3	0.13867107865993272	0.12820014523511583	0.10340345550794154	0.07593701433983038	0.0599143460070164	0.04912425938580947	0.040905825450847096	0.03347955186565576	0.030214468393982813	0.025353749978371937	0.024193683739312376	0.021999473352016966	0.01955034592700196	0.019096785572698786	0.017972570680484006	0.017896829960492057	0.017479039511321886	0.01643542847392713								
TrainingFold4	0.13112393511953402	0.1081564939135259	0.08176647961697206	0.062349955435174936	0.04913362601609339	0.04013841713159905	0.0338352496583699	0.029020863029363516	0.026156558678960617																	
TrainingFold5	0.13244549586644136	0.10881212524378596	0.08698495270734931	0.06552249815197013	0.048456493572846086	0.03656848104053274	0.029891130424102522	0.02715861258740701	0.02390214336055702	0.023612372487903533	0.02168536500750337	0.019860103466822997														
ValidationFold1	0.1249327457709504	0.10149973665829748	0.07593932297978816	0.05698641683557071	0.049093369525508024	0.04460488620056172	0.03978938878987849	0.03561295864346903	0.03204588289060796	0.03207265464880038	0.03633391363213637	0.027562348984377292	0.02649866530893113	0.026202604058978198	0.0260004575162124	0.028850370620213135	0.02847284377717837	0.02448563571228338	0.026060712782704547	0.024627762568343314	0.025025212551294578	0.026093331157816074	0.024224890454856256	0.025462862160306292	0.024193715817351143	0.02166850803262475
ValidationFold2	0.12985669834805386	0.10381237217890364	0.0772840128380007	0.059107450992866815	0.048151148383372595	0.040304729941583774	0.03833133363722092	0.032139159359628265	0.027848907822772162	0.03217488124079994	0.02606948522796821	0.023380451326374896	0.02254608795452181	0.02191886140826682	0.02110358374946892	0.021574696709649288	0.022460476089950783	0.0210719985463064	0.022665292853292027	0.018878643103952136						
ValidationFold3	0.13088889343531004	0.11629264076639499	0.08540790920544948	0.06694519044581934	0.05797402136210751	0.04962144970652714	0.044447592262128764	0.039947379854441224	0.04121494802425981	0.03607020543235454	0.03451806427074189	0.034507411036559334	0.032623048491067105	0.03403235850497107	0.031797941706567405	0.03247414286332579	0.03130739161159519	0.03017532748559201								
ValidationFold4	0.11507513078062662	0.08934781567326613	0.06933520084878962	0.05726156205387919	0.04781656618329829	0.04274135339073837	0.04208674343473311	0.02994339382192785	0.028130425688557028																	
ValidationFold5	0.11473760913525309	0.09712972728136395	0.07888419540332896	0.06392378988675773	0.05058436273663704	0.04300309951941017	0.042878584745007435	0.039017859311570646	0.03385086805844496	0.03440736144122119	0.03503888304892046	0.030484458071181768														
