epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TrainingFold1	0.13658676160814148	0.11201864503085886	0.08373547499131871	0.05699381097985355	0.041106928781006635	0.03196573068045471	0.027526096757272786	0.023620235780798873	0.020766016619679195	0.01954226059087347	0.017926840665017957	0.017216971033113503	0.0166444993247589	0.015168735424919	0.015255371437564313	0.01557861257973539	0.01604963025120305	0.015224755503592473	0.013646135568988487										
TrainingFold2	0.13554731937197456	0.11529835810829675	0.0888235867723551	0.0649772993594425	0.04795166719832154	0.039196291474088735	0.03309507580640554	0.027541282598752898	0.025003291412727623	0.022759962875628315	0.021505232183193758	0.020813888783265937	0.01843195508437333	0.020365641873018554	0.01931199827927572	0.017293847726797474	0.01794751482378415												
TrainingFold3	0.13679269944232972	0.12159432050856676	0.0911893568128686	0.06746706377545542	0.05182639494543599	0.04175715469490652	0.033822603421603245	0.029437918098781005	0.02811335145643997	0.025241948265333616	0.023334923732247922	0.021335634024415576	0.0202754963697523	0.019632871520529574	0.019900703510376677	0.019286063022061418	0.018042573075184587	0.018803207591269133	0.017721785944437133	0.015994903240251997	0.016822507310015763	0.01723065917429432	0.015733949871896996	0.015826505697468334	0.01540033899494078	0.015473217849909236	0.015677941754211132	0.015168218019739884	0.015694363287792095
TrainingFold4	0.13805532451643018	0.1308111593110356	0.11570356319111491	0.09452575143181682	0.07466840532834297	0.05877573812452236	0.04883202150107156	0.041722665633003135	0.03716828799257456	0.03389880778291738	0.028607264606114752	0.027888981785937773	0.02464620009301729	0.02363471277293562	0.02237090182958156	0.021982175718819778	0.021290514766614275	0.020141671485871565											
TrainingFold5	0.14027857889181078	0.12783782389773501	0.10817380426915119	0.08490524819221903	0.06799525908948811	0.05622539768359999	0.04520466184845127	0.038550661023436496	0.03262720479773741	0.030749033674428123	0.028883655206036935	0.024758607268963447	0.025305584622417974	0.023504257048431485	0.022454315465257335	0.022394239542122437	0.02194730861896567	0.020817481935125927	0.020675798440133474	0.019719934670151342	0.019534369955448817	0.018198025766778547	0.018039796037843864	0.01953052181014512	0.01757670400969208	0.01751513225245695	0.016825951591885505	0.018306787574208897	
ValidationFold1	0.12246537657587656	0.0960756097088701	0.06919818757367986	0.05132902618996533	0.0402688490861952	0.03860021337719185	0.03553826569363342	0.03313191889693761	0.029227349020792253	0.03291999186538825	0.02663077729370603	0.03084520180605718	0.027967899843913204	0.028354226567639022	0.026168082650786215	0.03587186488376964	0.030831858293822734	0.02836919250356524	0.0250260861703282										
ValidationFold2	0.12591734970919788	0.0994024259770023	0.07536387080160369	0.055034830571717715	0.045920975672613294	0.038795332231010046	0.034987054967911844	0.036477457045943344	0.03830044012959531	0.03318471490898186	0.029697404694940945	0.029376855374721345	0.02966490677317779	0.032942774044775955	0.029144955190271764	0.02853731699061817	0.027322204579832032												
ValidationFold3	0.12762723889734065	0.10428589364580278	0.07625673644776855	0.060038502053690275	0.05033745913117725	0.04236914003662865	0.051043031266349966	0.03520133153714206	0.030600320864843007	0.033018093542653205	0.0325929212563746	0.030179582192951266	0.03192355480340276	0.03417341218352833	0.030565441794611355	0.030468769787343523	0.028762244346125954	0.026964832447057625	0.028662007628294565	0.029617240359194903	0.027167969401359317	0.025750302272042194	0.02660032733527779	0.02676616587560992	0.02619587660306674	0.024600241201239572	0.028498832307962272	0.024468995641979876	0.02315074086443149
ValidationFold4	0.1362045697003071	0.12589339023855114	0.10672239753018532	0.085378897758866	0.06918652655232498	0.05359393482337639	0.04667644227447454	0.04256695994575109	0.03414248973734045	0.029569486127002165	0.026469680941123182	0.02369248982670667	0.023752884871750472	0.028631301681993397	0.02728430863667849	0.023646779094113817	0.021933976725839393	0.02076016771466779											
ValidationFold5	0.12956132995896041	0.11676652493354465	0.09565934773334968	0.07646641007990443	0.06407101351734516	0.051925149118427986	0.0422490440479513	0.03869537341025924	0.034213099460300454	0.036536013549526354	0.02883462847759282	0.032420398054715145	0.027176511898557822	0.026921831063321276	0.025883522939173936	0.025625037615619867	0.025930698146372118	0.027656016573278715	0.028921630881216385	0.024815172758150896	0.026870274640064702	0.023397312455667167	0.030687824150455918	0.025167764079274742	0.023363537842409902	0.03089562140939961	0.029021325110079488	0.02229312183239277	
