epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
TrainingFold1	0.1372853249549051	0.11859198496730018	0.09240014593547596	0.07706918101651691	0.06841099352452794	0.06001496612749875	0.05263151620500901	0.04663923232055615	0.038052688109126806	0.033591814149024735	0.02882315463166109	0.025599849712796264	0.02244003871390819	0.021507054900672024																	
TrainingFold2	0.13738363252099867	0.11889034947953218	0.09937325938008641	0.08047950036552202	0.06475574772058221	0.05314083330615388	0.04708567483150156	0.042700336605245734	0.03956337038791953	0.03462150049685439	0.032038108112634175	0.028188778473006493	0.02618208431025144	0.023708851110407072	0.023474260590701554	0.02220363844945021	0.019330686228222517	0.019476502329100955	0.017713937135203795	0.01802975118129354	0.017147982707360503	0.01746055905014788	0.017898545336417944	0.014884867324030219	0.015713419092812864	0.016105906109722103	0.015031121009278257	0.01529714304241532	0.014483085204492475	0.014247763479118833	0.014722238493004521
TrainingFold3	0.13072019394656473	0.11397812195460905	0.08956405430693518	0.06342266589212654	0.048171706270130184	0.03833976729762402	0.0337394272162452	0.028811150532485705	0.026907642019796185	0.025256847370672568	0.023224639588509243	0.022931772099532694	0.021856917437716304	0.021481939618719147	0.01974680913527581	0.01931375513066252	0.02058051269281846														
TrainingFold4	0.13795322182334283	0.12212881302376362	0.1049292447976768	0.08493701807985252	0.06461874673524025	0.05070564250345342	0.04190068595926277	0.037743147541980514	0.03365026424805612	0.03182043810494096	0.030287490730221512	0.029155043316793375	0.025619774045183227	0.024209929945870748	0.024837507287884364	0.022654841227433116	0.021382370076807176	0.0195973994256664	0.020014337731382427	0.017772256320379463	0.017637918396014193	0.01737943169474337	0.018650039158257477	0.016062853030350446	0.016775076895927752	0.015812934854081754					
TrainingFold5	0.13317365439532838	0.10984743032098761	0.08476702084056864	0.06982936293131153	0.05641787125870198	0.04348614053248651	0.03437593502312007	0.030481190021925213	0.027108917707286045	0.02440349579232611	0.023317191891873423	0.022433421560211532	0.02038941113360577	0.021695833590559342	0.019741767557865372	0.01797460306174778	0.017681686712211767	0.01969134972457071	0.018975841824040836	0.017460133151414755	0.017719335507342594	0.016987053986042354									
ValidationFold1	0.1294190858801206	0.10350917687488569	0.08229535902841939	0.07013945830230778	0.06189569181485756	0.05452220397162343	0.049620268698613926	0.04345953544949995	0.03932382446726331	0.036087006854883454	0.033417619696633705	0.02994468873880619	0.03179886380707644	0.029312505362123285																	
ValidationFold2	0.1284554200330833	0.10808752332855989	0.08862388558551534	0.073238965300088	0.059729887201945796	0.05651071491055526	0.05125380534445867	0.04834482892099684	0.04232792497239168	0.03957509504828333	0.03448489320916459	0.03317639075963221	0.029856420513284434	0.03215729601068741	0.04123133200410594	0.027715020869157975	0.0274424201858425	0.028145078793697705	0.02566703826740703	0.027705451582307007	0.02776586642721668	0.026504506010193534	0.02564464070196295	0.025684558500722994	0.02545813335008633	0.025565150453838066	0.029160104069330724	0.02536686244389899	0.026056070484562887	0.027246440718708735	0.02536566551511364
ValidationFold3	0.11687452547453545	0.09887454588268255	0.07262250279319717	0.05375150569530019	0.04066011262638075	0.03495206001428636	0.028712413828035497	0.030711662381895825	0.025778653834808013	0.027020395812075083	0.02274655660631152	0.02500758414772373	0.02705159333145439	0.024293853750170277	0.025927161973552895	0.020947304722220585	0.020153042796090967														
ValidationFold4	0.12782334183921684	0.11148857358876649	0.09254545025393232	0.07340259195162772	0.06688446428433799	0.04758726884841684	0.0430519861559308	0.03886592071839012	0.03825163167611872	0.03365565356137734	0.029489727656730358	0.03131046159998388	0.03172823505844241	0.029001489511076443	0.029470263831925723	0.027172961848607572	0.02891422258737195	0.030147584894334327	0.028319329021001437	0.028003232915694867	0.026329742905553767	0.028993808521746513	0.027009551733106096	0.028728141142883933	0.026348967801151285	0.0259284445181382					
ValidationFold5	0.11889487843926963	0.09430493294420811	0.07757111339250931	0.06604773186247896	0.05182475496402329	0.042512843541607996	0.0350404028777612	0.03298786719516339	0.031273470117043504	0.028437086551445997	0.02732761137880729	0.030098080806547422	0.026819159008294076	0.03683036554060448	0.02612681684164469	0.02671349657487611	0.02485076256109735	0.025769233286458377	0.025860880748164287	0.026764842641732848	0.02675462158931459	0.023817684222170076									
