epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
TrainingFold1	0.13445170113396807	0.11189624663773322	0.08564248827025124	0.06403539647191236	0.050251992792209314	0.04144637443598334	0.03349775721792106	0.029219280069843485	0.027610728949555546	0.025922786698603456	0.02125782160560976	0.02206396024248824	0.02143835942355724	0.01869233216131102	0.019907839545961335	0.0182302464886468	0.01857158645985787	0.01701271964460776	0.017214026298502685	0.016467877407994158	0.016647073983249005	0.015341534523371208	0.014659360379169845	0.01486508571721798	0.01624596595121025	0.015048261729799567	0.01537698126280816	0.015102263032974834	0.014159567425047908	0.014222729262927173	0.01481287059370872	0.01431040402179558	0.014490146082388076	0.015044552039444273
TrainingFold2	0.1394704806667186	0.12264613386302983	0.09687431132450598	0.07576694969641541	0.05891854407961623	0.04605058760006736	0.03867452784127435	0.032095446798007445	0.02821004265802117	0.026429820008382864	0.024430654543756394	0.022532326298323514	0.021727031465884453	0.01974513431807679	0.018867616741283576	0.018388013521653937	0.017166413132969505	0.017001459515189613	0.01687638025476538	0.016413153218914112	0.015465482291886832	0.015574212953295682	0.016977954847977608	0.015437437814787923	0.01476560987983016	0.014622393909338989	0.015719383110037746	0.01454025428623302	0.013995578455767098					
TrainingFold3	0.1374665716917	0.12000488384457475	0.09285854558799077	0.06875406579029832	0.0548942438125695	0.04633669391253286	0.041042522476742636	0.037801234585772774	0.03414500675981716	0.031208234364153625	0.028956013583162778	0.027561205262794496	0.025673967359365304	0.023530954089404654	0.023274373922520845	0.02306919270105771	0.02054192952779307																	
TrainingFold4	0.1355822416572747	0.11958131292326883	0.09192143794233826	0.06296794920609418	0.04741352212678811	0.03947680437466426	0.03205500962133308	0.027329872419994156	0.02589096112655666																									
TrainingFold5	0.13551356703278974	0.1228203179559152	0.09815444326980621	0.07405459027151615	0.060801805979972576	0.05264277158650608	0.04633042778860887	0.04053384389022968	0.03623862987576733	0.03149060556563397	0.028899533364579937	0.027100931881270867	0.02590497543304296	0.023730066120880022	0.023146833213729935	0.02335139502569974																		
ValidationFold1	0.11925185347596805	0.09390646330844443	0.07016366804522034	0.05523699616409234	0.04951455367955606	0.04637451543942564	0.03878207042968521	0.03684287508823783	0.030487416385513572	0.029067991430418112	0.03393817169650516	0.02886251545393722	0.028975098281637305	0.02721804088015143	0.025602435703108273	0.028026108931789914	0.025493117951555178	0.029119938903022557	0.02736361331315837	0.02540216898899064	0.02472745289665286	0.02742786040012557	0.026249797074784954	0.02624687780720509	0.025017683530857718	0.024703063840321306	0.02794165773944392	0.027008677644656157	0.028753774028233682	0.0236641711958942	0.025546985787186387	0.026611208732172778	0.02608647847378748	0.02223072874859009
ValidationFold2	0.13936309281501685	0.11688120263788077	0.09152613058350645	0.07659847531803288	0.061430911969829784	0.05555927594662183	0.047027002780924775	0.04596748039008932	0.040878894135800634	0.041467478124399645	0.04011022574152915	0.03721512189063638	0.03755667828430363	0.03534710203687585	0.034758215102048275	0.03484987022684518	0.03639897544446678	0.03301688488719666	0.03890285562767924	0.035120523303064415	0.0314901605533459	0.03843494188756292	0.03277764792293457	0.031425000665770204	0.032368457745702996	0.035149419984123714	0.033168745266225375	0.031716007450364764	0.03086257977243345					
ValidationFold3	0.12717385999522768	0.10546621915187922	0.080228993232857	0.061931687910613174	0.0542756647735767	0.04638892260740872	0.04461937540353419	0.04662696084401965	0.04467756195184733	0.036799520517642785	0.0321149614168675	0.03496371531494062	0.0353303257767153	0.04232191419132423	0.03329003443925742	0.03173961496669018	0.027552097843032277																	
ValidationFold4	0.12791520004739632	0.10567671053849899	0.0716421904612903	0.04737929145276949	0.040394613028478785	0.03240415028942464	0.03198995611940821	0.03383550335713956	0.028593167082117114																									
ValidationFold5	0.12707817020851211	0.10780498388785499	0.07801070304268652	0.05955842055111855	0.049313362658460126	0.04368684747621317	0.041371478571195726	0.03302205477784564	0.02997642886554319	0.024829739773948048	0.026037548565639283	0.025415097023486287	0.02228943806292116	0.022510791486490996	0.02290139326109679	0.018311236827578688																		
