epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
TrainingFold1	0.13434382523823707	0.11544060835652986	0.09352034801757281	0.07961098505884137	0.07051087236259947	0.059665340585220425	0.04883865032324903	0.040502528145279236	0.0338677786430397	0.02994123729824137	0.027484327400498866	0.02555047782305851	0.024483647509539026	0.022632845050940643	0.020769471221416234	0.021440295114348737	0.02037729880377939	0.01847576725061724	0.019432605355049207	0.01729976482149601	
TrainingFold2	0.13166683664065967	0.10387300587511687	0.08097186437245789	0.06827922823949206	0.05730401418025442	0.04971661727243275	0.0434105881192278	0.039791436885284144	0.03505643208724381	0.03130018795166347	0.028094382948005585	0.025949676344311712									
TrainingFold3	0.13818351286040112	0.12305282613431866	0.09764902721243826	0.07220507877222686	0.052675595485330136	0.040199075965872244	0.03285076186677378	0.028594893633073132	0.028221120359574508	0.024206679016788257	0.024178339695737867	0.021976899055086752	0.023727280880286177	0.02350338965453292	0.022491839944268576	0.021800601399908456	0.0194876185597836				
TrainingFold4	0.13311023716391487	0.10520031513773244	0.0728240682055581	0.054336344309426333	0.04624654619070828	0.03868845063605642	0.03314114306624767	0.029167396599950733	0.02643310682363914	0.024007308743470773	0.021942596474764285	0.02191917205382197	0.02128123418313573	0.01932733585622786	0.019853876114608614	0.017785156455879175	0.017493291125025612	0.017070544225564598	0.016491609251699464	0.01636217124126812	0.017139591060880446
TrainingFold5	0.13482444108425898	0.11527400130481877	0.09020494964032759	0.07491412737861916	0.06450835742136438	0.05471224689985756	0.04939901470907277	0.0443251682987976	0.03795010235020469	0.03258233421879327	0.028003920779649877	0.025600032479276013	0.023848109787864172	0.022420521916748377	0.021287533455255456	0.02124143207492623					
ValidationFold1	0.11883721893300882	0.09630054104569796	0.0797481688729546	0.06880777094697764	0.0602321858215775	0.04778847904657727	0.03914447853484334	0.03447487033056179	0.029056144660120613	0.026795669025657616	0.023313342175668793	0.023735022942141235	0.02371029488871877	0.022972457184296875	0.022105775783226516	0.022083391006752797	0.02029517305142305	0.024913123949600786	0.021011393651238282	0.01989384713611012	
ValidationFold2	0.1181317295979809	0.0915964824223035	0.07732915229726213	0.06386124012521929	0.06452132286587814	0.05053189058729389	0.04458769127046941	0.04156335450180278	0.04173488847739357	0.038591767738883696	0.03654784966063023	0.03594123206137017									
ValidationFold3	0.13222194533493067	0.11143249437749923	0.08456521781648065	0.06052941812185554	0.04917657942309774	0.03678158096138488	0.03483587505321044	0.030669565073965403	0.02719906937784037	0.025803034509367495	0.02653098211551362	0.02656990750682297	0.025327595956319407	0.026792029829209182	0.02189492706921547	0.023694072440497344	0.02172897516347065				
ValidationFold4	0.12059127546108521	0.0900603484966465	0.06555688637938048	0.05376631596654251	0.045806641956824844	0.042562845922893264	0.035080501929277905	0.03469307605032432	0.030861442844930885	0.032093232049609885	0.03632376424305934	0.029429337920920992	0.031653457452456034	0.029341941321822437	0.03126100636291085	0.028707946695978356	0.03116507776268246	0.02609366832981683	0.02713888398789054	0.025474383538355003	0.02433846339159687
ValidationFold5	0.12143993189742973	0.09719610747017034	0.07543816512056233	0.06593165223419599	0.05693140126731213	0.04979994044815366	0.04697980842897081	0.04546674855288353	0.04182251389159376	0.03014889721305588	0.03130615682777454	0.030505962719142368	0.03332613143746884	0.03561061207621426	0.027571495810653678	0.02361880149220343					
