epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13
TrainingFold1	0.1347840605197572	0.10856767770132063	0.08248313325022374	0.06886175104919694	0.0578431779781785	0.04929801982409556	0.04257710546929737	0.03600795222271302	0.031437993111806985	0.028620627532585298	0.02632879397686272	0.02472282808042261	0.024459775994693043	0.023444904899582637
TrainingFold2	0.12795828944305487	0.10528351952468208	0.0793037081491584	0.061070601853641736	0.04798984102260932	0.03721515748571341	0.03225694083492537	0.029057101310487488	0.025158702974220428	0.024376154531049066	0.022615763853470625	0.022993690295344864	0.02039506409321498	
TrainingFold3	0.13455342749472368	0.11178467585705221	0.08773023749447682	0.06648018641757186	0.05221750111932951	0.04517623397246511	0.03857645821858155	0.032677353051522834	0.02950874071909559	0.025646167270050764	0.02285920941523562			
TrainingFold4	0.13525342026894743	0.11547962976619601	0.0943153200427663	0.07759915007151325	0.0639643652909647	0.052190513586604294	0.04224939364820867	0.03412441592729672	0.03008327971064401	0.027748792379067955	0.02656166032942234	0.02484879565507237	0.024877128992573654	
TrainingFold5	0.13492961675434362	0.1149742329004326	0.08796095150012978	0.05981005970873276	0.042867046857001975	0.03392103723868226	0.02909035281175737	0.02682623684596443	0.024379697529385992	0.021815327638308506	0.021638771876146514	0.019339199368445553		
ValidationFold1	0.12477917217456543	0.09900611227898447	0.077792224809863	0.0633617549366947	0.0505929044783451	0.045376759207060746	0.03793907558402835	0.032021669817769584	0.03257934480741922	0.026856655078239505	0.03293163293782781	0.022193791199504893	0.023189070352944673	0.021373381494200445
ValidationFold2	0.11869719124457857	0.09328606108891534	0.07112197501601668	0.05267277513504834	0.04304552376941518	0.032105333960472465	0.029017340868023468	0.030628417282960972	0.02640501634314287	0.027983451784936594	0.02519395155229119	0.027662276743695157	0.024609914850517018	
ValidationFold3	0.11440269920874287	0.09628295646728696	0.07386577663825708	0.05807261618256972	0.05572052267673719	0.04733990765331934	0.05017134507589445	0.04284229461388948	0.03862030351710682	0.04121639250215512	0.032389858760399036			
ValidationFold4	0.12594934895231918	0.10382506060036453	0.08446917420269938	0.06963369593880064	0.05273068836378353	0.04316187264641059	0.04112897156779696	0.028598439188565018	0.027869497186730843	0.021318902016663505	0.019576110541484913	0.02655880920471506	0.019502103669560508	
ValidationFold5	0.12307054700480925	0.1001713488855072	0.07081325991532288	0.052943025333890774	0.045361329806624565	0.037515883877776934	0.03369451854283594	0.03412613380901717	0.0324822128582578	0.0334217825538462	0.0397168317445772	0.028944331595174934		
