epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
TrainingFold1	0.1347318362690729	0.1140800836646679	0.09056518225589076	0.06972040442149484	0.05679333923280595	0.04946358750758858	0.04425021501020412	0.03718728936942409	0.03245841643024143	0.029625872499574664	0.02718403055959759	0.026639760325897214	0.025679598372216932	0.023547377120989855	0.024880930639358964	0.023446534271298957	0.022703589181221357	0.021451257416132016	0.020388325230201367	0.021495529027907113	0.019851995720689828
TrainingFold2	0.12928290041439355	0.10076955756478029	0.07843749284540602	0.06345361386901001	0.052900921688616646	0.045781606592843624	0.04143544681506032	0.035951337588400474	0.03009926968635913	0.026332745171225778	0.025759794478832927										
TrainingFold3	0.13653335479003462	0.11440326186658983	0.08731861718379977	0.06257950426714326	0.04884906789838252	0.040758043720879045	0.03599883662827778														
TrainingFold4	0.13399679102003575	0.11512113987383517	0.09204438189044595	0.07618793506302278	0.0653553874766327	0.05419144132677254	0.043914730738403955	0.03713768766399219	0.032554746574103115	0.028231593281485733	0.02493579268901323	0.025793200910299095	0.02266722399994747	0.021708831074746825	0.020419016000910645	0.020246064532875606					
TrainingFold5	0.13500856065372535	0.11317960695443649	0.08957677297251998	0.06821349566292473	0.05383302044329903	0.04305757607235384	0.03713029269966596	0.031142770979612457	0.028535100885119596	0.025686690745147248	0.023507731722781595	0.022239098440931068	0.02032202025688447	0.02090738290188385	0.02078610957183768						
ValidationFold1	0.1279475199948023	0.10472710917259122	0.08342927173283454	0.06599022302491304	0.06186729392271724	0.05569239888080136	0.04993001793024575	0.043024645396718034	0.03550464180633761	0.030846858463199758	0.02886779388089807	0.024999544832033215	0.024103447499680793	0.024569919438002765	0.022608974254490842	0.021361506123490095	0.02159949931025564	0.021602851424685068	0.02454429232229076	0.02178439223703085	0.017116148073959316
ValidationFold2	0.11304453876171563	0.08769414540346679	0.06980975309957389	0.05528773925988725	0.057615895736710845	0.04645786149037146	0.04150956570850434	0.032926412523715747	0.03431271302431448	0.03212793701724779	0.024562784787351348										
ValidationFold3	0.1262733933121503	0.1000088719936373	0.07393974851112108	0.05182212589073691	0.04535036957151516	0.03996913381516598	0.03633123974374554														
ValidationFold4	0.1265830600315386	0.10148226446262351	0.08108341720727114	0.07353308075317391	0.055660225906166004	0.04623100040732203	0.04029661199069574	0.03576445179102053	0.03555094815060698	0.03440799211416192	0.04738233158016695	0.03419040739043356	0.02961039653222018	0.031443252211944245	0.03307940158285075	0.028436068738317787					
ValidationFold5	0.12051402351206487	0.10021701831001419	0.08055040589323989	0.0656896923366632	0.05881898139544704	0.050085500077772384	0.04389768100746379	0.04233429823196619	0.03753636612636582	0.03935864234399806	0.03683138045383751	0.03297819125414658	0.03339030394836136	0.034320680574547534	0.03254575099977497						
