epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
TrainingFold1	0.13825486875340715	0.1210259852723	0.09818008042243999	0.07202002401877373	0.05579942433961194	0.04763569369443304	0.04235804674336538	0.036326723698588144	0.03297436059821728	0.029194942848165022	0.02698679826557021	0.026066156731497342	0.02408053409359243	0.02245776982553561	0.021517960435168813	0.02078483700292166	0.020092825025889136	0.01910730089906034	0.020722102510175616	0.018747346841871786	0.019939647400784195	0.01825743602527913	0.016850456825433912			
TrainingFold2	0.13310906504851538	0.11151889977013535	0.08857819569723549	0.07307624176636779	0.06111264340250683	0.05193205595977503	0.04452880477500392	0.037795109934479015	0.034520290778066266	0.030328938644233527	0.02755169379504335	0.02519942616724904	0.023305458042432912	0.02303917057428229	0.022941408138985046	0.020052362884010178	0.021342673752684827	0.019667233098537306								
TrainingFold3	0.13752267986790023	0.11505080157552253	0.0862131281226704	0.06476135410008613	0.05266069032844495	0.046378866960400375	0.04050965321393133	0.03546731781627221	0.03369155160405419	0.030134277916328178	0.02887687938322911	0.025437875843305268	0.023937022515019633	0.02139433262755946	0.021972834708801448	0.019897917396751424	0.019873758958717437	0.017944923622549555	0.018915843959290544	0.018702932054475242	0.016366355556783674	0.016305597667798627	0.01683845140298879	0.015251623025324079	0.0152108796036621	0.015653087980105986
TrainingFold4	0.13543821541084486	0.11759983257983218	0.08798292879734866	0.06326375613306565	0.046466623950453305	0.03880931191723159	0.03336439229606185	0.029775386029425796	0.027627183151939377	0.024774970384433718	0.02398554990289664	0.023161467972816107	0.0222196838500002													
TrainingFold5	0.13302634134298671	0.10938289847300806	0.08835005285681913	0.07445340321137996	0.061324138096870845	0.04511806896068071	0.034863936846519554	0.029098380108393426	0.025784814906753262	0.021861143053058384	0.022729668684282164	0.02123113426712249	0.0197373132889867													
ValidationFold1	0.13035563731918465	0.11357854518133241	0.08382708587692128	0.06369268582496154	0.04974478168773826	0.04417071703334784	0.038615011064721656	0.03320170750816327	0.028314046154788754	0.028468757553177106	0.024231595183861115	0.02484020185557211	0.023548253775712708	0.029194872920728615	0.02201638201084869	0.022449304559477815	0.022318944373788934	0.023856705681946304	0.023270210207687474	0.021563172918667824	0.021444850556420262	0.020115678268379893	0.020046610684083723			
ValidationFold2	0.12266881035657616	0.09766561101685774	0.08197959879967007	0.06969042098871223	0.05605285811900824	0.05025869866346454	0.04430286463576596	0.04498898376068856	0.040288668982726566	0.03384376775477552	0.029748476406681008	0.032741816923114564	0.029975591863501346	0.03705974318179394	0.027605296772546008	0.02886483519939026	0.03117355993982438	0.026062366156209563								
ValidationFold3	0.12512836860375362	0.09537025111484097	0.06687839415662729	0.05147973054952852	0.045488715039666845	0.04163248805635449	0.04349960206991045	0.036406756365076044	0.034687681225871014	0.034507923114909536	0.03173066399674779	0.03487138404943015	0.02996937106473598	0.030299905027621553	0.028350057742172467	0.02771590040946329	0.027458271503328923	0.03064847446355113	0.028825804824271734	0.02788858536000548	0.026618806879153592	0.026501052295734063	0.025627493175315076	0.028546081183620873	0.025883907277602702	0.025457310691939433
ValidationFold4	0.1281019660669404	0.10393770008876517	0.07300466414843057	0.05590502487554273	0.04379628010110946	0.03554095048142748	0.03565623647526016	0.0328090276117101	0.027658189581350533	0.030818400233837164	0.029950514073674526	0.030695200385158748	0.027009879962304136													
ValidationFold5	0.11540707858564618	0.0931945545011544	0.07957750631848702	0.07161389014406784	0.0583331257373363	0.05083948815543506	0.045199730072741036	0.038312223981142986	0.03695719108102961	0.035319514678547846	0.034148512813493376	0.035158833687042666	0.03304791389513543													
