epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
TrainingFold1	0.12613749882558484	0.0974897658834255	0.07436208803512173	0.05848603781762454	0.04592948824014506	0.03760279411479729	0.03196728950150784	0.028765929298249185	0.02582755377737578																					
TrainingFold2	0.13658603257022306	0.12075091079132025	0.0965315468380215	0.08041809618065732	0.06964229093652413	0.06141959732305046	0.0551080738506142	0.04704229284612492	0.040886521776438034	0.036402261663087195	0.030750598970870645	0.02763173767486969	0.025676812848250186	0.02386012940165313																
TrainingFold3	0.13943724887953562	0.12012205804190175	0.09958023279905319	0.0806466271285899	0.060405367653584105	0.04852989076197528	0.0416237857444106	0.037458727981323714	0.03339225661607501	0.029882377158620247	0.027274287471597995	0.02451146139329384	0.02478333589249153	0.022917415833481673	0.0230185449721334	0.021156579260026443	0.02085048035673522	0.019914585674996488	0.01913587743537474	0.01700529178054818	0.017250018073999937	0.01845005161693817	0.016760769826677544	0.017008211365232867	0.016893198708533997	0.016811115512907485				
TrainingFold4	0.13171995052305813	0.10782746052665805	0.08596945631063797	0.06889964502135461	0.059468527404930104	0.049145389418911445	0.04242633805499116	0.03726229523533468	0.03373406085685764	0.031044899402067214	0.030897799220243046	0.028753815532995344	0.02730417043190259	0.02677105576698192	0.023940576641193315	0.022736071197604443	0.02193795984499461	0.021809384067306713	0.020850325959591746	0.02099644502483319	0.02078434803056139	0.0198842339487204	0.020033444651331098	0.017689081491864107	0.01815876796638556	0.01745062116900623	0.017392891656477744	0.015294056990255326	0.017114129410286047	0.017007814949631047
TrainingFold5	0.1281751435191046	0.11425589564007736	0.10421384117519694	0.08975373822310728	0.07135863604584532	0.05643607354543816	0.048711863257111014	0.043379498181055506	0.03904341342195245	0.035895361043554966	0.03050525773464643	0.02777066652816341	0.024922743164620134	0.02282374420803321	0.020787747695322236	0.021231327010927052	0.019229277068755917	0.01843749084436162	0.018393616457302513											
ValidationFold1	0.11242290483871559	0.08691737668269926	0.068590210863968	0.0546724234921606	0.04340770629838713	0.03710681022310562	0.03500946275396944	0.03642727847201624	0.027176099196695176																					
ValidationFold2	0.1335737704895101	0.11068873661192688	0.08852552429579937	0.07519019972365182	0.0673032703490609	0.058627063181956075	0.051936137848659546	0.05010847593993284	0.043863481739200315	0.04025542728869278	0.03868403182960711	0.038697992156779916	0.033971119739706755	0.033006769678920404																
ValidationFold3	0.13098446460994514	0.10884861423222868	0.09154900978948619	0.06974259159854941	0.05222753189118193	0.044067036471673635	0.04179064415789604	0.03622640564886702	0.03229543541008523	0.03253799742234552	0.03434718932813822	0.031156906700768584	0.025205667806067714	0.02920091677266215	0.027721117560537783	0.02993641065293084	0.024680296164677217	0.027659378881327103	0.026729293724496825	0.028619779281733506	0.029136411181277688	0.023281993052076868	0.02777878769467845	0.026852508904076776	0.03186037813639478	0.02322896563491012				
ValidationFold4	0.11225033991105922	0.09228469652904046	0.0746614719900462	0.06486946161047698	0.05391231038909707	0.04840573801570949	0.047473958897958135	0.04062316748355557	0.03917618110505361	0.04479550912783288	0.03408978648613803	0.03809745748095248	0.04004177716791395	0.032248910881740436	0.035472954877207544	0.03226497262608268	0.03313810501938795	0.03160980094705608	0.03493183046717801	0.02940468163741333	0.027849316354715138	0.028849994471120473	0.02781073885329009	0.02883082561232653	0.031314612989762784	0.03192176315398585	0.02754029098188668	0.02993656304301243	0.02913348962524528	0.02725477420438085
ValidationFold5	0.1139052788315861	0.10495584760163282	0.09593037470571093	0.08106056503481693	0.06542413597842595	0.05559205893544598	0.050384912581124285	0.04526077971063756	0.043194104056293564	0.038404220494919934	0.03708861140546867	0.03437718368179442	0.037193080262744566	0.03839878118513068	0.03595810725429958	0.03364383225909461	0.032436196819027235	0.033898079625024356	0.032166276183783635											
