epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
TrainingFold1	0.13193501426004603	0.11099857899544927	0.09343732416561905	0.07283420909030665	0.057545357751861585	0.04761221014670731	0.04163161159550308	0.037654426871297206	0.03069343868985662	0.030589747541225547										
TrainingFold2	0.13244666468462396	0.10719851835085618	0.082074227057618	0.0643428110163277	0.05208501433699067	0.04152488363386982	0.034966550411148406	0.029564231143816712	0.026811645569911988	0.02594524945486719	0.02422279525009368	0.024338722353109535								
TrainingFold3	0.1269056002778763	0.0934130911080336	0.07093500122957101	0.055981852079275994	0.0454524700736246	0.03902736209830354	0.03554761148354208	0.030468012634413424	0.02887221835262608	0.025645855335791234	0.0259689917127451	0.02416245192137219	0.022798963030221452	0.021731988977378273						
TrainingFold4	0.13497599190609022	0.11580476661382073	0.08755716560831801	0.06776053332194516	0.05201413448402573	0.04148914375929797	0.03588316423384558	0.030714298733668825	0.02749908759949242	0.025483795699322152	0.022449104628652673	0.02259404097732675	0.0209330615594147	0.020144888480750855	0.019516560996684845	0.018446027347553438				
TrainingFold5	0.12712972445152193	0.10187379624778868	0.07601825378380075	0.05808650181160995	0.049363519527582764	0.043544023923525306	0.04012199742240174	0.03584606711097152	0.03166449606185252	0.02755458028393121	0.025977601134560675	0.023429640146260512	0.021122107601254294	0.020628172657397213	0.020527802773646492	0.01878804961485842	0.018233986733839753	0.01828599316636901	0.016869299452428176	0.017054632376339914
ValidationFold1	0.11650001928881482	0.10275931335851415	0.08144262918011025	0.062237061925131724	0.05100543125582909	0.04128854507412594	0.04020165038811093	0.033422705707945734	0.027298574881766596	0.024195876948929787										
ValidationFold2	0.11584897580984477	0.08686399949832005	0.06857962256532397	0.05601308650865748	0.045575971704664396	0.040940017744621915	0.03567914536898234	0.038992850078471204	0.030203696277919686	0.036242781957372315	0.02567704717407364	0.02474749095419103								
ValidationFold3	0.11259297590266477	0.0847680837520071	0.06378170801746147	0.05015306824163811	0.04388966947072395	0.040827354781228946	0.033589056261966156	0.03168311446426889	0.03250748166176784	0.04551984019617357	0.026810796255442977	0.03292252619117331	0.027690166217612673	0.02541571257867733						
ValidationFold4	0.13016720992085096	0.10387348353460028	0.0826324044668057	0.06729216403789348	0.06051236073180261	0.052226154926560214	0.046869472611007525	0.04697915791483546	0.040811669182657426	0.03831405690734837	0.037480770815310684	0.037184685045750475	0.033328533652165135	0.033024110024278935	0.0339554147295358	0.03218827669328888				
ValidationFold5	0.113762621541281	0.08863148239214678	0.06644150514054943	0.05562861059028823	0.05023972063979788	0.04940594199977748	0.04437150557835897	0.040827125390605616	0.036761321772942904	0.03636116174947437	0.03364758337963255	0.0364912817567201	0.030099999482863005	0.03395667706321514	0.0294599638591617	0.02932576394914167	0.032505488544277775	0.03155295211993009	0.03002112646228508	0.029252512619997426
