epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
TrainingFold1	0.12921577763737335	0.09782326308446077	0.0752640060830123	0.0590405128575365	0.0513682522437618	0.04243611413608931	0.03509892880934363	0.029801096234567132	0.026863799409546776	0.02519128681790319	0.024951695452817103	0.02153401681987605	0.02227356875455723	0.021109816672559935														
TrainingFold2	0.13876268072881162	0.12692641746889213	0.10951235851989996	0.08647841363636127	0.06598296032365675	0.05397474126686641	0.04874063858492957	0.043875450829514946	0.03997621826874198	0.03434559959623377	0.03155483041915423	0.029627651170029776	0.027595382925109185	0.025523215322410538	0.023504943585361128	0.02420193062400963	0.02111292472597135	0.022417077300767786	0.021107988405664045	0.02162894228770841	0.02018615629189597	0.020144905106539483	0.019007251680711153	0.017576591303131987	0.01807610389528184	0.017410197880142687	0.019587747146093588	
TrainingFold3	0.1385989269707352	0.11903010415632954	0.08700199056924744	0.06489751637405293	0.05241940888914872	0.04342283817558465	0.0367648367357271	0.032362126678609375	0.026715913365941642	0.023835558603208153	0.024029629730384014	0.022271603165096496	0.0214431607597362	0.021388205060727406	0.020045267314046874	0.019847474170654262												
TrainingFold4	0.13323281983506274	0.10732278777286411	0.07481978475222026	0.053575753676175904	0.044240538802114315	0.03849995212460106	0.03433646491387415	0.030642490232474468	0.030092053597433156	0.027481161526719172	0.02562407445088452	0.02480631387145629	0.022877316345958125	0.02280766356720547	0.02030729034301079	0.02025687441706726	0.01986523313657513	0.019275344938101957	0.01873781099807688	0.018223592055768345	0.01826024716950666	0.01920448688420451	0.01614636030543889	0.017500521272301162	0.01755320810548669	0.016486043941685322	0.01623319952023766	0.016591391189434614
TrainingFold5	0.13280196415841983	0.1084747674697968	0.08494805344865063	0.07005173152594983	0.055984845303833415	0.045117849900099614	0.038465667321089636	0.03178399289922359	0.02973452832550337	0.02734659276648511	0.02511470327540975	0.022661564250084743	0.0213467827658996	0.021360090345803256	0.01990708418124831	0.019880490044102375	0.019391279351622038	0.01768079748138118	0.01796797313266518	0.017502589698392204	0.016498525690054125	0.01618155679951836	0.016002955829467345	0.015175955986055732				
ValidationFold1	0.11105862867322054	0.08144022187906073	0.06569773004902107	0.06175968485783685	0.05015197177081965	0.03684967921979658	0.03826640610717371	0.03529159404779994	0.030259934080940847	0.03230278751878949	0.03170934086980147	0.03186693897251636	0.02880808938625541	0.02650983482473404														
ValidationFold2	0.13356500692866943	0.11743085329664184	0.09793783340032573	0.0753204377183506	0.060173474780812454	0.05305555509403348	0.04892519422857141	0.045782123595845325	0.04258426488167397	0.0466221389434141	0.037721463770664355	0.035202151965685526	0.03368904459752197	0.03786422034226324	0.032684616288296074	0.038669673895866084	0.029499269668474323	0.038077218397226824	0.03612109533037051	0.026535608418713753	0.03562147303186525	0.02788635798539077	0.025931005947305484	0.02803759833982399	0.026653517893177818	0.032496494150076584	0.0254409318263611	
ValidationFold3	0.1299498858484062	0.1010301580635814	0.07187154660890768	0.05566071265855351	0.048395722921988044	0.04708085404992154	0.04506364742583419	0.038559694294628966	0.03446698752661898	0.0358031252627198	0.03175281489693753	0.03170620813355666	0.03333293386006246	0.02991126454300913	0.031004428933105833	0.028377131628240185												
ValidationFold4	0.11919249741880743	0.08695903564761351	0.06086913036467793	0.05222366931680422	0.04831139626912773	0.03921496539129162	0.039126647521976615	0.03518436143074084	0.035719581635832484	0.03337621215472904	0.030572635052948015	0.03303947864070971	0.029818545176903508	0.03357558352568581	0.02554013423185359	0.02840553477473624	0.028450263369679533	0.028112738534571132	0.02508827682132497	0.025698786294916308	0.024322511209673166	0.023647974031035544	0.025840697908508674	0.02397774392922476	0.02491157773650369	0.024475208534895827	0.023146505088457284	0.022415081542357593
ValidationFold5	0.11955216869309142	0.09577843132386873	0.07717518638483845	0.06785809779162141	0.05339417914201312	0.03998164331376854	0.036451474648610864	0.036381947205964105	0.03354391097017723	0.032815558861034946	0.03190480237055847	0.03849072880080171	0.027792700841657917	0.028513753425900464	0.030008220710049105	0.030188647044302377	0.03227264960852309	0.027339258733853646	0.02666738986295673	0.028045713457358616	0.028152667869591398	0.029661886538232065	0.028967754534384875	0.026638120326563833				
