epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
TrainingFold1	0.13639607940268	0.11080670638056578	0.08170044194198381	0.05746088623003461	0.04109428762214296	0.03230784723287499	0.027615892077803586	0.02549336965699417	0.022615386810231158	0.020859279951445573	0.02048321193585847	0.019858754680843086	0.019303473661162314	0.018100733192494896									
TrainingFold2	0.1353338474242318	0.11513523586467757	0.0902053616189977	0.06915696912629696	0.052537824874765035	0.04326110925132426	0.036633246484931756	0.032024629723550094	0.027244879576830503	0.025485335603268322	0.02378042482976231	0.02191147240784904	0.020975687643627113	0.021283871598914584	0.019249906595540444	0.018788353735509442	0.017223278208494404	0.016729426115149566	0.015331927462352879	0.016448392052055446	0.015515200646666031	0.015368745801360441	0.01536155380153496
TrainingFold3	0.1363883369094269	0.12141465986655517	0.0925239921124144	0.07014597740384157	0.055516256631711836	0.04453348111763427	0.03909157407258383	0.03309977228451647	0.03110303935311756	0.028201101074624934	0.02588236271992421	0.024229162890300027	0.02280997204394556										
TrainingFold4	0.13782589642161672	0.12934632851657543	0.11437756161374801	0.09650954541496255	0.07746415297416123	0.06012771650407971	0.04957206857030873	0.04137668668144298	0.036195295802529226	0.03162494368232067	0.028654629379029344	0.0258697285390967	0.024617583555730314	0.022086419142082873	0.022788209090338733	0.02090751849765101	0.018903567677154405						
TrainingFold5	0.13922719065757358	0.1255553577735818	0.10586856357433003	0.08342646597989949	0.06720679607642688	0.05693320493209618	0.04560869077733629	0.03853638569599995	0.0331879817673671	0.02999322114050614	0.02699914959057053	0.02488960981805181	0.024229169239967478	0.023560137517578537									
ValidationFold1	0.12545110990066785	0.09999173950101878	0.0734814947454242	0.06293942285428948	0.04714066149700467	0.043789034094745376	0.040389618411584685	0.03661656496429665	0.03401500606166853	0.04281214091990789	0.030551825991154205	0.03497552651380239	0.033086784175326546	0.030396166533784446									
ValidationFold2	0.12375178490136121	0.09762259990580983	0.07842073696120097	0.05965698301909609	0.04825828999683664	0.04062191601150442	0.033531683210812104	0.03648501820023264	0.03073360696739123	0.032689300740162866	0.02969305953776531	0.031289902648905306	0.029569650936225714	0.030593950421232648	0.03168055704113899	0.03277360825292842	0.032738259639921344	0.02885246465702621	0.029348877541377914	0.030903505408393872	0.029958241140791885	0.029806386252030363	0.028676188779000595
ValidationFold3	0.12935373432061695	0.10458741743151131	0.07438476277968369	0.0597509712333212	0.05523021679019203	0.0551847376596384	0.03770291110393717	0.041326901855247164	0.036114906627361804	0.032065459161573134	0.030056104167555418	0.03021275588659452	0.027021905380172177										
ValidationFold4	0.13449454461937552	0.12272044662218373	0.10513956471438612	0.0831758517704837	0.0658743864361633	0.049150530030732754	0.04124974748035809	0.03468749743124873	0.03109036456911011	0.030702294388509077	0.033390633381173214	0.02455220200873383	0.029107136174675648	0.02373944435437495	0.025639174234694674	0.023598263699085208	0.02262403647208729						
ValidationFold5	0.12976802466017706	0.11747202607761095	0.09627435223811918	0.075201308572883	0.062090341907900734	0.05183329751194866	0.05073930367592487	0.041577375204478566	0.03661466889012068	0.0356312064068006	0.031986550133264215	0.03594583573149148	0.035099667948481905	0.030879750015604234									
