epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45
TrainingFold1	0.1321780863207402	0.10927980084286193	0.08393074005867666	0.06429128638195014	0.05325437088365452	0.045888793129677585	0.04307790285035764	0.03866660477543687	0.03592814230775102	0.033881827956198124	0.030038227544087654	0.02966739752457903	0.02806199398682005	0.024927210338134744	0.024707385519763946	0.023362948657773226	0.022476173243370038	0.020658261219739908	0.021012977574374377	0.020233809679933847	0.01949674136194351	0.0176085333965304	0.016867488116480846	0.017461285412874804	0.01573753876924241	0.017916943950114898	0.016715333963655373	0.013612926657233588	0.014819448258304026	0.015332736995805464	0.014432184546776191	0.01562873261778444														
TrainingFold2	0.12957150812402946	0.1030597744789611	0.07947547334736396	0.06367875360045794	0.053998567012259586	0.047627458850596445	0.04471169533483803	0.04122676883820457	0.039084997557947976	0.03631243831663687	0.03371004626003215	0.03561798526490731	0.032904782271885646	0.031180835708207823	0.028816591594118948	0.029504782929014126	0.027106271340174428	0.0262204001728999	0.024763512171344548	0.024052111675195366	0.023393844820845156	0.024935800055583414	0.022357805800313397	0.02144904426533192	0.019032878498951182	0.01888386801311217	0.01880228251154091	0.017764575664613796	0.017557415671524346	0.017335006157251854	0.01657328011334069	0.016308885710098787	0.016845885984134723	0.016237488247974323	0.015879935788705755	0.014691726263363038	0.016224033515754854	0.015933368708408658	0.014097989118711175	0.014852906882630716	0.01431723777442588	0.01496812549471014	0.013778217260327425	0.014157714933008598	0.013481528651897607	0.015016353320678964
TrainingFold3	0.13152312375605107	0.1114010158291256	0.08995344520504163	0.06802709294610064	0.05584829911875369	0.04920058463334995	0.045434385303749214	0.040185316327948715	0.034932367718879094	0.03025249495245093	0.026551631921690636	0.02281374363572633	0.020773089950241477	0.020828172023076068	0.020158718507842753																															
TrainingFold4	0.13760135155171155	0.12412433032031087	0.10324004674330353	0.08408621274866164	0.07277316876729442	0.06372263127493417	0.05470046766171105	0.047340118512775836	0.0406008615431016	0.036026413151756226	0.03493841344210192	0.03196270205583212	0.03283505885377632	0.02965194078715285	0.026603900620697955	0.02674762842983579	0.02665460232337037	0.023781122985284044	0.022252870740273715	0.02310850207686599	0.02125410731598756	0.02116771211096255	0.020753465192584288	0.019241257809633018	0.019769776049129592	0.01934803093393963	0.01857414662765884	0.019815453137992087	0.018540512433917848	0.017366543481693954	0.016890656016667806	0.01852564054669611	0.01946422861824844	0.016922927337145666												
TrainingFold5	0.13828124518915	0.12678168937395332	0.10273684477180714	0.07120668748920421	0.05426954332005856	0.04727746037359674	0.04156274920618119	0.03631969320174829	0.031781318309486155	0.029017806875838676	0.02692407294167564	0.0258305584379062																																		
ValidationFold1	0.11825394704266712	0.09059837037647092	0.06902178282102754	0.055080456537538555	0.05270021146494761	0.04375461664817481	0.047123183681407256	0.04118357162276568	0.03711145148960756	0.03296609384297217	0.03529815597256209	0.03281409866208009	0.030830747706958237	0.03157359723742162	0.03222894108710551	0.02812206063200384	0.031570110876199174	0.030182487505691562	0.029350769416080905	0.02801644062541576	0.029563591381333566	0.02869306131568108	0.027697698962255927	0.026973940470090205	0.02865934641997703	0.028000632838213916	0.027478784666216286	0.026798056711774185	0.0274422953967456	0.02845753571474799	0.026623824337048473	0.02554459881031181														
ValidationFold2	0.12087709997017104	0.0981379892626727	0.07989215158630868	0.06835091289401322	0.06045965098582946	0.05847120676021855	0.05289021929776346	0.05174727472350807	0.05088498267064056	0.04623233226257972	0.0506769939816582	0.048362099998976685	0.04568404432539283	0.04693309378785056	0.04335195836317432	0.042929771526188064	0.04384087140646738	0.0398411771118943	0.03832213893487655	0.036342288541024434	0.039790232037089195	0.04047984503647984	0.03631716510616578	0.03764541468964281	0.03705697824868063	0.0391293476883171	0.03535179586070045	0.03506021932745982	0.03451252418338439	0.03611124176920081	0.033833137761879094	0.03206927104887704	0.031197720916909248	0.03208645453088212	0.03144614645022991	0.02988527756790538	0.032425532060589325	0.030207823872039734	0.032542927652389766	0.030841969458862452	0.029612931990282827	0.03244855410882444	0.030760437650773843	0.03154114834234844	0.0305331262090214	0.029287574077439326
ValidationFold3	0.12088155607181089	0.10458919199535975	0.08335724953343873	0.06564313975406123	0.05748634179005282	0.05315009240891684	0.0519421109677972	0.04666780294779151	0.04284683330852941	0.04153312740297904	0.0400864300422941	0.034241469766260836	0.03341528962272941	0.032758161206131904	0.031659115996549476																															
ValidationFold4	0.12953323139263703	0.1136146571050893	0.09043492609634995	0.07539591160896528	0.06881871359708074	0.057215633432943	0.04793164323855963	0.0417160045372339	0.042663253109633655	0.03770428349322698	0.03254703031055763	0.03612360826364156	0.033021720202308286	0.028225470788153895	0.025996094827040996	0.02680787284961306	0.027610476637156343	0.027651423960976588	0.03016184696635055	0.024040544567092717	0.027142240338107186	0.024928097109869332	0.022494923220611772	0.02192390050048424	0.02146525283803983	0.02101503117100455	0.02192715253378894	0.020865684427802875	0.02035592940923347	0.01962103853673414	0.01970344661802645	0.0216101070121088	0.024627201399608067	0.01876752318711878												
ValidationFold5	0.1290947532465866	0.11266435353874087	0.07967783252263928	0.05213364363891316	0.04510602097421348	0.03783492664890448	0.034428472964193775	0.0304715201334172	0.026440257041899673	0.02591446149876123	0.023149909568412508	0.021469427978248662																																		
