epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
TrainingFold1	0.13228331578382055	0.11026730234384673	0.08417412048685184	0.06454406730228174	0.05131881413366094	0.04216784912167893	0.0361419524665994	0.03245411879157092	0.028512630317305006	0.027466179299563943	0.025336931516288554	0.023903814947340268	0.024149351315709427	0.0236266394918994	0.022165097696929405	0.0220458913585667	
TrainingFold2	0.1370138916651589	0.11737905787664693	0.09574939621345126	0.08190118671015142	0.07198438232824003	0.06194701919237742	0.051037533577862525	0.04509638977231212	0.03974183851132776	0.034343283356682894	0.030297924703860057	0.025987958810148985	0.025019635407520342	0.0241409853556361			
TrainingFold3	0.13248679981651632	0.10540946792303162	0.07786442628553646	0.05517618474868041	0.04178811291137456	0.033864681973963424	0.03194777824921237	0.02769038506005679	0.025580208490745545	0.024967415021885906	0.0219167491786555	0.022021525710079003	0.0219296745138391	0.021498916273445832	0.020193574430926342	0.018683082343870245	0.02007818021811545
TrainingFold4	0.13743770656345242	0.11534192345359108	0.08568689977771349	0.06840597145492211	0.0562784975616854	0.04748206751775631	0.04300556625027887	0.0390766491335605	0.03379813066435004	0.030316012566353575	0.028914449661335145	0.025970696381541942	0.02457363210517294	0.02319895270115508	0.02123718755375938	0.02197137704582598	
TrainingFold5	0.12312216348356117	0.09983215774135555	0.07797945249821502	0.05960980718123107	0.04406839780634842	0.03633379702097041	0.030088662854801416	0.027244615587284703	0.02453434151124285	0.024115954309267863							
ValidationFold1	0.12114450271736395	0.09334012094113203	0.06808551593457123	0.052813476413018534	0.04530497708542457	0.037752558592589455	0.03617323155573628	0.03244309701226853	0.032911784913881706	0.026970465887791	0.032324914286659845	0.02808036632481375	0.023694798034124984	0.024431872158521065	0.02379031271856228	0.02229352489450468	
ValidationFold2	0.12899081794931008	0.10422811526301745	0.08458380416237019	0.07556164437519	0.06640751410888189	0.05674220331281692	0.0498331783104453	0.04769423541713606	0.040585633458544476	0.03089592196278039	0.0285124563316286	0.025069143962396123	0.023642094098954455	0.02189988858587746			
ValidationFold3	0.11924361417422423	0.09346686350601213	0.06567301421619214	0.050105452646610434	0.043153547128108705	0.0487081461925865	0.03744529618625739	0.03579607892882179	0.039443216658394516	0.0331483558541361	0.033414618248489125	0.033353693817893194	0.03322343987219774	0.033521044528980214	0.03183909495747103	0.03535422231888751	0.03100745356851467
ValidationFold4	0.12316646141646144	0.09576903535304843	0.07424140459782369	0.0613981779698316	0.05097085144370794	0.04734314626569415	0.04641171889106936	0.037369686264863554	0.035346895675510505	0.03135661547898676	0.02968122009586476	0.03478290389348577	0.03181889886927984	0.02879950563582751	0.02765670792579332	0.02435984009843286	
ValidationFold5	0.10655934184051312	0.08357898761761619	0.06566449498489231	0.050356348523417034	0.0416153310766645	0.03720948021221268	0.03300229715170792	0.03365362144698313	0.035340077425185426	0.0278634575252245							
