epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TrainingFold1	0.1325521632044625	0.10485850166368185	0.07318141103185424	0.055103441346054875	0.0455472877271397	0.03947509252593549	0.034428860297546444	0.030378639275061736	0.0275989714492158	0.025341648091869704	0.02309970943113218	0.02295241103423913	0.022072699019314926	0.021694620848946397	0.021107607694214915	0.019529699474339243
TrainingFold2	0.13883956662190394	0.12294548264108514	0.09885350689037378	0.07891182234756869	0.06268241951254817	0.048756671693931275	0.04003062431306996	0.0328533149375803	0.02865208374139596							
TrainingFold3	0.1377075297546319	0.12508462350392205	0.10881354376800698	0.08817796538245272	0.07015951355199583	0.054840387787077234	0.04376465013311562	0.03627221586648375	0.031235847281905905	0.02857157085540662	0.025033699371521254	0.02330468406091148	0.021996160538930616	0.022212386361273026		
TrainingFold4	0.13389310662380674	0.11347373730545356	0.08470763078340414	0.06485967492494224	0.051677031005700966	0.04375043819706083	0.03745970566881376	0.030580905766956594	0.026462291190347802	0.024792099070393966	0.02219821707092871	0.02233439553972196	0.020259949722292895	0.0193993023814652		
TrainingFold5	0.13709911112399661	0.12177797586433758	0.09429958374007727	0.07701112154441384	0.06627158258411595	0.05494365872571885	0.04538460347613918	0.03777269458891276	0.0328553192055683	0.030323092434455207	0.028116884716281803	0.027061869494015945	0.02480977483457734	0.024362907033875624	0.022419238361773373	
ValidationFold1	0.11601944479185182	0.08146539678679662	0.05827457190969506	0.04823491445046153	0.045178706514405774	0.03954969317681651	0.032883766839314287	0.034812773481380566	0.02795220219618263	0.02971333497925452	0.02698717619709855	0.02768128820490994	0.025914656175594138	0.026536117392203556	0.02508083186209357	0.025051756538379925
ValidationFold2	0.13386322276012316	0.11056730047136813	0.08820224029792322	0.07391050357900157	0.05642596577180902	0.04541125204749741	0.04495936168697537	0.03666913494581004	0.028649280870308144							
ValidationFold3	0.12651448780754665	0.11394918293834806	0.09674533463276185	0.07671342818653798	0.06202846116528989	0.05498102674604737	0.03935742644626681	0.031865789213108724	0.034493520554901846	0.030395061592571437	0.02991825619687301	0.032059869935069034	0.037175967710445054	0.026603179402766866		
ValidationFold4	0.1274510077662296	0.10468808113521821	0.07927337461696551	0.0675824683595885	0.0582878659164684	0.05052449200868707	0.045248663395345376	0.04500838684711001	0.040236822219338976	0.040037748454451176	0.03587616841793312	0.0318696951687122	0.03439704855213881	0.03168489445925917		
ValidationFold5	0.12983859518358298	0.10748779909634912	0.08318144195453003	0.07043509034288896	0.060089173118441225	0.049625255853390775	0.03959715624260171	0.0322933955079255	0.02827777973426556	0.02713723540534727	0.02831637792195915	0.025148461034273945	0.029204030520689615	0.02246105654856299	0.022163526701734628	
