epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
TrainingFold1	0.12995020569151516	0.10553332470391362	0.08113510464583279	0.06544789411806436	0.053919676352920255	0.04425096321810707	0.03887486187762375	0.03206195442084486	0.029127514188163034	0.028486671585192934	0.025297230500584692	0.023333804960670754	0.023803918287972126	0.022893505011831572	0.02116242773446508			
TrainingFold2	0.13387660636802062	0.1070357445449248	0.08145319448109369	0.06488088562666675	0.05215802030788484	0.040460370198064026	0.03386204561100878	0.030342142648171793	0.026730652312097907	0.025419382198532334	0.023254272515529126							
TrainingFold3	0.128832847176289	0.09331188126975162	0.06385949397861788	0.04965839224698192	0.04165134991423904	0.03467343790993751	0.02966106194805682	0.028023129802684045	0.025889694351710867	0.02406071432692856	0.02387668806406344	0.021856402905442253	0.022521926504520128	0.02195083912139043				
TrainingFold4	0.1344002276066352	0.11739293513819575	0.09206923371688887	0.06655474948082966	0.047500990807946605	0.03523272206948604	0.029399556763713586	0.026793575180239382	0.0230987469003594	0.022275789111021863	0.02286764269997961	0.019951947900467944	0.0202301009055108	0.017794465166166035	0.01892122067443283	0.019034847513103158	0.018328715622969453	0.017511365530059598
TrainingFold5	0.13229480921817582	0.11109640838249642	0.08973453998169546	0.07019995388730821	0.053428280090110386	0.0400145382620921	0.03220448776820413	0.026702010118201315	0.026266686315733857	0.024209384077936578	0.022917991310025657							
ValidationFold1	0.11705543110902245	0.09197964022556941	0.07775725538397694	0.06300682063122187	0.05476207742131911	0.04563704238856329	0.04290606814797397	0.03718246296750852	0.03653269633703219	0.03694221165517832	0.03690452423252937	0.03616791017047289	0.033473986574880744	0.03650357561848789	0.031095125264098012			
ValidationFold2	0.1227402946332822	0.09136417892400746	0.07085448450635413	0.05522743077646639	0.046020547857273136	0.03922051416819093	0.038518772271738666	0.03445295648867482	0.034308662042357364	0.033521082156824436	0.028607667789811286							
ValidationFold3	0.11309506442095782	0.07624703880634394	0.05494272003269142	0.043997348468700376	0.03480377576003472	0.030505855948987273	0.029194186684918834	0.023850345591330684	0.021519861769283544	0.020582459293052066	0.020398992355383287	0.021659116814073454	0.01970250121889917	0.01782770919037232				
ValidationFold4	0.12561186543993047	0.10529447956061042	0.08135220935350065	0.059998570404409826	0.045180630886944025	0.03968428857708434	0.03837425382346385	0.033651574568032194	0.031328516910303604	0.0357055393063887	0.032314467723407944	0.03412083792749285	0.03169357471582574	0.03070477737682276	0.03175007662306401	0.03293868170373104	0.04121462393081159	0.029904293570497602
ValidationFold5	0.11239862697081524	0.09407592497698895	0.07513306324311474	0.05868097756955739	0.042336923233862664	0.034478679539526706	0.031048549304565264	0.029375164892297943	0.03122830199369288	0.031202115275034983	0.026014219041859212							
