epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
TrainingFold1	0.1353920683570223	0.10813976081347004	0.08381557375498133	0.068939957621344	0.05754625607533317	0.049545826196271694	0.042209066013574326	0.03698077777470621	0.032570511683294494	0.029390353161525003	0.026803664970906464	0.026009637252788285	0.02273268883680322	0.02331668580510995	0.021945874898849322	0.020755307681192665	0.02085593714653769	0.02056873561319861	0.019752059739892126	0.020110143996648656	0.01909197532756287	0.01828053018278023
TrainingFold2	0.13761454568603043	0.12576842958909504	0.10259214992123679	0.07745195449073215	0.05988483050104086	0.04780732394208822	0.03793547739386707	0.03315692346715177	0.028526469447240573	0.02676647294365487	0.026069174365207854	0.023576766743321646	0.022353207699315817									
TrainingFold3	0.14071980040012436	0.1196032807908275	0.09886512281161479	0.07406668585291216	0.0564251906672408	0.046046252217969263	0.037906487173644234	0.0324527390523475	0.02908101870839759	0.025797580779313153	0.02448121682259212	0.021542561275385775										
TrainingFold4	0.13780546290376647	0.12091297096657481	0.09418352077799765	0.07614657644986768	0.06268095775422725	0.04886638550934466	0.040367771235336976	0.034917991935931654	0.028966216101980535	0.02616350629300128	0.02334293543988844	0.022042122309424237	0.02112002577063818	0.0204950188088498	0.02024803672735619	0.019925135180429522						
TrainingFold5	0.13157589570092398	0.10827416922829675	0.08166557972475347	0.0599023144022136	0.04723273731169725	0.04129528889102794	0.03479441259202771	0.030414468352129784	0.02577020181066407	0.024287649661716603	0.02291439640567779											
ValidationFold1	0.12047162219076543	0.08736929523985128	0.07088953270870554	0.05890970395643029	0.04988553149306828	0.04309610210711489	0.03883079181714739	0.03728485274074079	0.03523070627806692	0.026364908278353413	0.02618137657797585	0.022767494357639907	0.021543693820251623	0.021403539181830623	0.021926140661512897	0.02028107165352668	0.021343975956132216	0.021715631837044686	0.02581704786437488	0.02025539142017773	0.02071418364488767	0.01961987283868586
ValidationFold2	0.13082638879617056	0.1150785358706573	0.08464592970437831	0.06349402130371681	0.050495719436455415	0.04052109701080701	0.04033595169181222	0.03173177581970572	0.03226416024142406	0.029940549631892528	0.027072063534728227	0.027117150716000103	0.024616435257616236									
ValidationFold3	0.12434934344780338	0.10616641109054153	0.08365174757132122	0.06574050420140093	0.05261854585344056	0.04232376130708904	0.03564629673135576	0.03248427899004808	0.03308379763542246	0.03045292002430001	0.025732923022718884	0.022795980300141818										
ValidationFold4	0.13216460747896014	0.11129260182313554	0.0892083946917508	0.07620976471786832	0.06253218428055579	0.05412230847890044	0.044255080534279484	0.04235234584969779	0.03716202745809816	0.03822118046416624	0.028837545080055895	0.030953968126276456	0.03266280688720898	0.028657057289787156	0.02681482399327194	0.024673700256866764						
ValidationFold5	0.11694092243104368	0.0928089955385338	0.0674854547313943	0.051107757892627434	0.04585312212280392	0.04223485604381642	0.041351348431235564	0.03156051454176237	0.032549541745636915	0.027366357531423705	0.026050040313789435											
